Sales_ID,Date_Key,Store_Key,Product_Key,Customer_Key,Employee_Key,Promotion_Key,Quantity,Unit_Price,Sales_Amount
5950,20240124,50,268,1516,303,21,1,76.54,49.75
5951,20240617,8,517,2535,116,75,3,102.71,246.50
5952,20240722,58,290,3009,80,8,1,27.52,26.14
5953,20240716,33,317,2172,89,NULL,3,81.99,245.97
5954,20241222,17,437,3364,113,90,3,124.94,243.63
5955,20240208,20,324,2653,769,75,2,25.05,40.08
5956,20241217,19,481,51,351,90,3,4.05,7.90
5957,20250509,20,97,3815,769,7,1,5.94,5.05
5958,20240222,55,533,2718,329,72,3,59.71,143.30
5959,20241106,8,102,1873,116,22,4,103.96,395.05
5960,20240805,53,342,240,450,39,1,128.27,121.86
5961,20240229,4,3,777,719,90,1,9.70,6.31
5962,20240214,52,280,1696,509,75,2,16.94,27.10
5963,20240929,9,17,1862,323,22,4,15.42,58.60
5964,20240131,3,17,921,265,108,3,17.15,41.16
5965,20240807,2,50,179,563,NULL,2,24.12,48.24
5966,20241003,27,158,NULL,95,NULL,1,43.31,43.31
5967,20240130,24,553,3628,79,39,1,23.68,22.50
5968,20250204,42,564,693,202,8,2,117.62,223.48
5969,20251214,15,500,2437,724,57,2,38.38,61.41
5970,20251229,55,596,1442,145,7,4,13.95,47.43
5971,20250204,42,408,693,202,108,2,11.54,18.46
5972,20240914,38,569,2922,3,58,3,67.08,191.18
5973,20251011,56,326,866,611,58,1,139.81,132.82
5974,20250713,23,388,1201,582,7,1,26.76,22.75
5975,20240123,12,399,1845,607,75,2,99.55,159.28
5976,20250619,41,566,1114,787,107,1,22.91,22.91
5977,20250527,50,522,3322,43,58,3,101.84,290.24
5978,20250527,50,18,3322,43,90,4,127.22,330.77
5979,20251119,50,451,3811,43,NULL,1,42.67,42.67
5980,20240830,44,30,476,715,107,2,62.40,124.80
5981,20250831,50,303,3569,303,21,1,62.26,40.47
5982,20250328,4,98,2566,620,NULL,4,123.10,492.40
5983,20250523,14,48,2022,430,40,2,100.16,140.22
5984,20240315,50,447,2826,205,107,3,96.59,289.77
5985,20240918,53,259,818,249,NULL,1,101.56,101.56
5986,20251027,17,123,2374,289,NULL,1,154.92,154.92
5987,20250619,55,372,1088,525,107,4,67.47,269.88
5988,20250929,42,571,2505,202,8,3,113.03,322.14
5989,20250518,60,465,3842,315,40,1,6.09,4.26
5990,20250711,53,353,2395,249,NULL,2,33.60,67.20
5991,20250928,38,353,2850,93,89,4,28.99,92.77
5992,20241222,23,134,3434,582,58,3,65.14,185.65
5993,20250228,60,318,2624,315,NULL,2,149.60,299.20
5994,20251018,20,31,660,493,39,1,34.03,32.33
5995,20250730,60,282,3667,315,NULL,1,73.94,73.94
5996,20240925,33,209,1086,514,22,4,140.78,534.96
5997,20251018,20,109,3622,493,8,2,54.08,102.75
5998,20250929,42,109,2505,202,NULL,4,53.17,212.68
5999,20241209,27,174,1566,489,NULL,1,75.31,75.31
6000,20250913,50,413,1928,303,107,2,52.11,104.22
6001,20251215,48,369,1421,221,39,4,11.69,44.42
6002,20250120,44,325,2638,627,58,4,37.40,142.12
6003,20250630,55,428,3554,329,8,1,87.86,83.47
6004,20250206,14,205,1325,491,NULL,4,129.24,516.96
6005,20251129,53,363,2363,249,NULL,3,76.10,228.30
6006,20250625,12,177,3282,346,NULL,4,114.98,459.92
6007,20241220,53,4,3281,249,22,3,94.02,267.96
6008,20250323,50,111,3465,205,40,2,24.33,34.06
6009,20250704,21,361,1994,640,107,1,164.32,164.32
6010,20240719,44,504,1432,627,NULL,1,63.80,63.80
6011,20251106,12,567,1451,607,89,3,93.63,224.71
6012,20250102,4,254,3280,620,89,3,77.00,184.80
6013,20250730,27,545,2006,95,57,4,137.85,441.12
6014,20240719,44,578,1432,627,89,3,117.87,282.89
6015,20251116,61,582,2208,651,58,4,87.07,330.87
6016,20250504,3,24,301,233,51,4,5.08,13.21
6017,20250812,2,242,3920,601,92,1,143.37,93.19
6018,20240625,15,298,1516,474,51,4,99.26,258.08
6019,20250620,35,113,2234,750,62,3,22.15,53.16
6020,20240924,12,550,2865,63,85,3,19.21,37.46
6021,20250412,8,143,2362,273,51,3,88.25,172.09
6022,20251026,39,596,2345,142,60,2,13.21,19.82
6023,20250519,62,28,1658,343,51,1,30.19,19.62
6024,20241112,37,568,824,49,94,2,111.97,212.74
6025,20250816,19,453,13,577,51,1,141.55,92.01
6026,20251208,8,364,2265,352,60,3,49.96,112.41
6027,20250303,58,101,2829,62,26,1,127.69,89.38
6028,20251121,44,129,3157,379,17,2,82.84,157.40
6029,20241029,14,428,718,614,119,2,97.28,136.19
6030,20250711,37,140,2934,49,96,1,121.74,79.13
6031,20240119,21,246,3244,506,117,4,105.39,379.40
6032,20250803,37,199,2006,49,85,1,107.57,69.92
6033,20250708,49,417,2091,169,60,2,101.21,151.82
6034,20250125,18,97,2729,258,96,1,6.76,4.39
6035,20250313,55,166,314,138,94,4,39.53,150.21
6036,20240503,39,329,3568,142,53,3,166.69,450.06
6037,20250320,45,270,2929,464,17,4,103.70,394.06
6038,20241214,19,155,177,577,19,2,51.19,71.67
6039,20250810,38,501,1064,483,87,3,46.26,138.78
6040,20250207,22,500,2490,681,28,3,44.53,126.91
6041,20250115,38,83,2819,483,62,2,114.47,183.15
6042,20251130,8,539,2064,697,94,4,103.01,391.44
6043,20251029,24,282,3828,583,19,4,90.74,254.07
6044,20251227,46,478,1689,637,28,4,110.78,420.96
6045,20251130,8,90,2064,697,92,4,170.31,442.81
6046,20250622,14,348,2889,136,117,3,178.03,480.68
6047,20240815,32,304,241,362,51,4,112.08,291.41
6048,20241220,17,16,1059,40,53,3,92.33,249.29
6049,20241106,8,199,1682,697,60,4,112.92,338.76
6050,20251127,64,74,931,125,62,1,98.91,79.13
6051,20250220,37,130,2199,49,62,3,93.96,225.50
6052,20240625,15,341,1516,474,62,4,60.83,194.66
6053,20251214,64,430,3818,19,60,2,161.83,242.75
6054,20250109,22,570,3920,591,60,4,24.57,73.71
6055,20250701,12,364,2514,756,19,1,53.15,37.21
6056,20250727,21,412,3466,506,19,3,42.22,88.66
6057,20250529,46,222,463,338,92,1,149.32,97.06
6058,20251209,21,113,1582,506,28,1,19.10,18.15
6059,20250315,19,96,1535,186,53,1,141.23,127.11
6060,20250604,58,68,2222,320,62,4,16.80,53.76
6061,20251024,3,129,1800,233,92,3,89.51,174.54
6062,20250320,6,420,635,744,117,3,71.51,193.08
6063,20240506,14,304,556,679,119,4,114.43,320.40
6064,20250710,5,173,3422,272,94,1,80.90,76.86
6065,20251102,32,260,3038,362,117,4,46.01,165.64
6066,20250123,19,106,2084,577,119,1,77.67,54.37
6067,20251031,58,467,2403,62,26,4,150.91,422.55
6068,20250913,22,475,1857,681,17,4,64.50,245.10
6069,20250606,58,243,2622,62,17,1,46.47,44.15
6070,20250310,26,518,3930,553,62,4,58.18,186.18
6071,20241204,15,63,3246,474,62,3,88.79,213.10
6072,20250119,18,290,2610,158,87,2,23.73,47.46
6073,20251231,6,141,2303,744,94,2,121.58,231.00
6074,20250411,14,410,2346,679,87,1,143.80,143.80
6075,20240303,24,71,3377,583,62,2,107.88,172.61
6076,20251106,11,534,2529,439,28,4,95.95,364.61
6077,20250617,22,215,3317,591,51,2,95.19,123.75
6078,20241206,23,190,3102,159,53,2,117.61,211.70
6079,20250710,32,170,517,518,92,4,33.91,88.17
6080,20250317,63,496,54,405,117,2,34.27,61.69
6081,20250125,18,163,2729,258,94,2,86.96,165.22
6082,20250930,22,330,1638,591,19,4,77.00,215.60
6083,20241122,53,588,2216,46,96,1,154.51,100.43
6084,20250731,33,194,367,337,96,2,63.95,83.14
6085,20250821,21,495,1314,506,117,4,156.66,563.98
6086,20240521,16,58,211,74,17,3,8.83,25.17
6087,20250707,26,244,2550,553,96,2,160.24,208.31
6088,20251230,62,120,1446,343,62,4,90.76,290.43
6089,20250612,16,350,433,74,117,4,28.90,104.04
6090,20250728,9,44,2499,230,94,2,20.95,39.81
6091,20240730,23,74,3329,5,53,4,106.81,384.52
6092,20250829,58,93,644,62,19,4,51.93,145.40
6093,20251118,34,346,863,388,85,3,60.56,118.09
6094,20240226,34,261,3882,388,62,3,86.99,208.78
6095,20250114,22,70,2547,591,60,2,143.16,214.74
6096,20250522,21,351,3054,312,119,1,18.21,12.75
6097,20250118,19,490,2849,395,92,4,38.73,100.70
6098,20240822,32,265,1655,99,92,4,136.98,356.15
6099,20240308,51,500,2069,298,117,4,44.20,159.12
6100,20241029,11,545,714,438,53,3,132.53,357.83
6101,20240708,33,324,3200,294,26,1,24.90,17.43
6102,20241214,1,80,2792,283,94,4,76.94,292.37
6103,20240120,39,247,1688,684,92,1,86.30,56.10
6104,20250315,32,188,2572,99,87,2,92.93,185.86
6105,20251207,48,528,2118,161,92,1,28.77,18.70
6106,20250224,13,574,3598,590,96,3,30.70,59.87
6107,20251007,11,66,2467,87,19,3,121.74,255.65
6108,20250612,48,583,2189,508,8,1,136.73,129.89
6109,20250328,7,328,406,596,8,4,148.75,565.25
6110,20251023,21,426,2381,640,39,1,153.15,145.49
6111,20251116,61,124,2208,651,7,2,111.36,189.31
6112,20251003,64,270,1377,569,58,3,128.51,366.25
6113,20251120,58,600,1730,436,22,4,125.08,475.30
6114,20241231,50,236,599,205,7,2,147.63,250.97
6115,20250503,49,301,1491,20,NULL,3,57.40,172.20
6116,20240220,38,250,738,3,NULL,2,37.42,74.84
6117,20250801,53,52,288,478,89,3,54.07,129.77
6118,20241231,50,307,599,205,NULL,2,129.21,258.42
6119,20251226,17,591,2860,113,40,3,7.97,16.74
6120,20251004,50,19,83,303,NULL,1,17.41,17.41
6121,20250503,49,540,1491,20,25,4,94.93,265.80
6122,20251120,58,392,1730,436,7,3,115.59,294.75
6123,20250227,37,91,1487,739,8,2,51.82,98.46
6124,20240301,12,15,2729,573,8,4,5.20,19.76
6125,20240128,46,23,1769,595,90,2,89.55,116.42
6126,20240923,1,453,2389,283,NULL,2,138.07,276.14
6127,20241023,19,380,175,31,39,2,109.58,208.20
6128,20240706,19,469,717,31,58,2,53.94,102.49
6129,20240529,59,259,2720,398,8,4,93.19,354.12
6130,20240412,63,251,1370,307,57,3,25.08,60.19
6131,20240627,11,64,2069,438,90,4,73.90,192.14
6132,20240915,11,285,417,438,8,1,89.85,85.36
6133,20241031,27,193,2414,432,75,1,117.41,93.93
6134,20240526,53,133,397,213,72,1,11.58,9.26
6135,20240220,52,10,2792,755,22,2,131.99,250.78
6136,20240329,5,38,452,102,75,2,31.41,50.26
6137,20241028,36,120,3591,107,7,3,86.35,220.19
6138,20240628,38,526,1279,480,8,2,39.77,75.56
6139,20240417,28,289,3633,529,89,2,145.89,233.42
6140,20240820,11,559,2112,199,57,4,101.73,325.54
6141,20240713,63,15,2388,307,NULL,1,5.13,5.13
6142,20240323,12,18,973,573,75,3,131.53,315.67
6143,20240910,51,482,3353,298,57,2,45.56,72.90
6144,20241101,55,239,1900,629,108,1,7.33,5.86
6145,20240713,63,48,2388,307,75,3,121.73,292.15
6146,20250502,47,521,3562,792,108,4,115.35,369.12
6147,20241016,16,443,2174,4,22,2,96.40,183.16
6148,20240730,56,508,2449,404,NULL,1,107.52,107.52
6149,20250725,54,435,1677,255,39,2,105.35,200.17
6150,20241101,55,401,1900,629,21,3,93.00,181.35
6151,20240328,16,324,90,4,NULL,2,20.34,40.68
6152,20240310,54,153,1562,365,22,2,34.52,65.59
6153,20240810,41,113,1269,66,57,1,18.45,14.76
6154,20241013,13,56,1421,341,25,1,83.58,58.51
6155,20241031,15,423,1875,26,NULL,1,49.98,49.98
6156,20240301,12,4,2729,573,40,4,102.96,288.29
6157,20240517,54,94,2033,365,39,4,103.62,393.76
6158,20250130,59,534,3890,774,90,4,90.80,236.08
6159,20250611,16,549,2740,4,89,3,116.41,279.38
6160,20241005,2,160,1331,91,108,2,107.21,171.54
6161,20241028,36,285,3591,107,58,3,107.33,305.89
6162,20241031,15,286,1875,26,39,4,77.84,295.79
6163,20250730,7,32,1711,653,NULL,2,68.19,136.38
6164,20250307,50,561,389,532,40,2,121.23,169.72
6165,20241031,27,373,2414,432,39,4,50.38,191.44
6166,20241210,13,370,517,341,7,1,75.70,64.35
6167,20241210,13,21,517,341,25,1,99.06,69.34
6168,20250307,50,80,389,532,89,4,60.56,193.79
6169,20250307,50,329,389,532,57,2,139.33,222.93
6170,20250608,39,198,39,684,7,3,126.55,322.70
6171,20240207,4,273,1906,350,89,1,153.04,122.43
6172,20250929,59,152,1649,398,107,2,56.35,112.70
6173,20241221,60,152,155,779,NULL,4,55.92,223.68
6174,20250315,32,184,2572,99,72,4,8.28,26.50
6175,20240317,13,417,3821,357,25,1,84.46,59.12
6176,20240825,20,515,312,368,25,4,123.63,346.16
6177,20241105,11,434,2067,156,NULL,1,24.38,24.38
6178,20250108,25,158,3590,615,NULL,1,45.62,45.62
6179,20250510,63,339,23,307,90,2,111.29,144.68
6180,20250901,17,504,1292,467,NULL,4,69.82,279.28
6181,20250314,56,454,1443,404,NULL,2,60.80,121.60
6182,20250510,63,96,23,307,8,1,130.92,124.37
6183,20250627,54,333,2700,594,22,2,36.50,69.35
6184,20250226,63,541,1531,307,NULL,2,93.42,186.84
6185,20251203,58,201,138,235,39,4,22.21,84.40
6186,20241024,54,83,2157,594,NULL,1,121.79,121.79
6187,20250627,54,263,2700,594,NULL,4,61.74,246.96
6188,20251205,58,391,2384,235,108,1,77.75,62.20
6189,20250126,25,206,3606,615,72,2,50.65,81.04
6190,20240715,36,67,3899,11,72,3,140.91,338.18
6191,20250920,20,11,2924,368,NULL,1,35.09,35.09
6192,20240211,11,173,1133,369,57,2,83.21,133.14
6193,20241119,42,542,304,575,90,2,66.76,86.79
6194,20241215,48,144,2886,161,21,4,94.23,245.00
6195,20241112,57,276,2172,132,40,1,146.72,102.70
6196,20250405,11,45,3957,199,75,2,118.38,189.41
6197,20250219,11,232,2202,438,72,4,91.84,293.89
6198,20250915,36,333,3215,763,107,1,31.71,31.71
6199,20250401,34,169,1423,150,75,2,35.73,57.17
6200,20250613,57,402,2290,132,8,1,100.93,95.88
6201,20250313,59,178,3331,281,NULL,2,75.49,150.98
6202,20241108,32,186,1389,518,76,4,143.93,374.22
6203,20250406,19,229,3710,186,103,2,15.00,27.00
6204,20250708,46,131,1397,338,35,3,22.38,47.00
6205,20240413,8,382,361,273,112,1,15.10,11.33
6206,20240417,37,555,435,49,37,1,38.20,38.20
6207,20250629,49,289,2935,169,101,2,115.26,195.94
6208,20250120,24,533,2513,583,37,4,61.86,247.44
6209,20250810,32,156,427,518,112,4,92.72,278.16
6210,20250529,46,176,2450,338,37,2,111.58,223.16
6211,20240604,37,189,546,49,67,3,94.58,255.37
6212,20241102,64,338,284,375,78,1,95.59,76.47
6213,20241218,32,197,216,518,10,2,72.17,93.82
6214,20250520,53,558,2332,46,69,1,120.37,102.31
6215,20250929,25,401,1643,795,10,2,96.31,125.20
6216,20251029,22,538,3524,591,12,1,131.79,92.25
6217,20240815,32,28,241,362,10,1,25.52,16.59
6218,20250114,46,166,117,338,1,4,39.07,140.65
6219,20250523,19,149,44,395,35,1,36.74,25.72
6220,20250117,38,63,733,377,101,1,110.23,93.70
6221,20240316,52,517,3039,625,12,2,94.07,131.70
6222,20240821,26,471,1643,553,67,4,130.50,469.80
6223,20251127,64,259,931,125,10,2,107.06,139.18
6224,20250616,53,428,1008,531,112,2,87.31,130.97
6225,20250906,32,184,1100,362,110,2,7.47,10.46
6226,20250908,52,587,871,625,44,4,109.66,350.91
6227,20250201,38,134,2272,551,78,1,62.78,50.22
6228,20240619,50,239,1071,546,110,3,7.17,15.06
6229,20250803,37,91,2006,49,12,4,47.26,132.33
6230,20250519,49,243,622,706,110,2,43.05,60.27
6231,20241119,19,551,3107,577,12,3,55.75,117.08
6232,20250519,49,70,622,706,101,3,145.40,370.77
6233,20241206,26,510,1798,553,101,2,16.14,27.44
6234,20250819,21,489,3363,312,35,1,33.16,23.21
6235,20240220,14,7,2925,136,12,2,61.71,86.39
6236,20250925,39,409,3693,142,67,4,36.01,129.64
6237,20250513,20,124,1792,131,12,1,124.14,86.90
6238,20250513,20,506,1792,131,44,4,46.48,148.74
6239,20250725,6,262,3091,367,10,1,32.83,21.34
6240,20250227,36,254,48,604,110,2,68.81,96.33
6241,20250719,6,400,3612,674,10,1,50.34,32.72
6242,20250823,22,109,973,591,12,1,69.51,48.66
6243,20251213,50,338,896,546,78,2,118.53,189.65
6244,20251203,44,65,3243,702,12,1,131.52,92.06
6245,20251203,44,214,3243,702,71,2,32.10,44.94
6246,20250211,44,191,3091,702,10,1,20.56,13.36
6247,20250708,23,277,2435,159,67,2,58.28,104.90
6248,20250523,19,354,44,395,44,2,59.11,94.58
6249,20251029,36,479,2941,604,76,1,8.33,5.41
6250,20250924,44,561,908,379,101,2,114.99,195.48
6251,20250412,8,561,2362,273,3,4,96.23,307.94
6252,20250523,64,71,2502,19,35,1,97.93,68.55
6253,20240502,44,462,2631,379,103,4,38.82,139.75
6254,20251216,15,400,856,474,69,4,42.54,144.64
6255,20250212,31,514,1288,470,12,1,119.63,83.74
6256,20250528,37,419,2807,49,103,2,110.46,198.83
6257,20250710,5,265,3422,272,69,3,127.30,324.62
6258,20250705,9,486,1582,232,1,1,43.38,39.04
6259,20250103,29,569,3368,554,101,3,69.43,177.05
6260,20251023,60,318,2331,390,110,2,160.25,224.35
6261,20250628,32,466,2826,285,76,3,41.08,80.11
6262,20250105,55,150,1240,765,3,4,152.38,487.62
6263,20250420,58,109,1138,704,76,3,57.74,112.59
6264,20250606,8,393,736,697,35,4,102.25,286.30
6265,20240304,55,277,928,437,103,1,56.28,50.65
6266,20251224,37,124,587,49,71,1,125.87,88.11
6267,20241129,58,160,3888,320,103,2,108.07,194.53
6268,20251124,45,67,1924,271,44,4,151.32,484.22
6269,20250819,21,363,3363,312,37,4,74.58,298.32
6270,20251119,22,498,1864,681,103,3,49.70,134.19
6271,20241010,47,231,3165,393,110,2,19.37,27.12
6272,20240109,24,221,1774,583,35,1,82.19,57.53
6273,20250602,3,587,1940,233,103,4,127.22,457.99
6274,20241113,41,569,199,597,71,2,70.78,99.09
6275,20251028,32,229,1117,362,12,3,14.84,31.16
6276,20250816,64,211,1357,125,69,1,28.87,24.54
6277,20250618,46,172,1648,637,67,3,42.80,115.56
6278,20250918,8,18,2198,352,69,3,134.81,343.77
6279,20250902,31,122,906,470,101,2,119.08,202.44
6280,20250126,21,580,684,506,112,3,63.65,143.21
6281,20250905,22,292,276,591,69,2,137.39,233.56
6282,20250730,24,589,1647,583,35,4,93.92,262.98
6283,20251102,49,4,320,169,112,2,103.67,155.51
6284,20241013,9,249,3106,34,37,1,46.57,46.57
6285,20240730,23,200,3329,5,35,4,76.77,214.96
6286,20250406,19,376,3710,186,3,1,40.57,32.46
6287,20250718,46,490,3486,338,10,4,37.53,97.58
6288,20250124,10,487,788,415,3,3,143.46,344.30
6289,20250822,33,207,1772,83,112,4,19.04,57.12
6290,20250730,9,50,3698,230,3,2,25.27,40.43
6291,20250730,9,10,3698,230,103,2,126.10,226.98
6292,20250616,60,228,2454,390,112,1,91.54,68.66
6293,20251101,50,368,613,546,67,2,42.20,75.96
6294,20250620,47,486,2974,649,25,3,44.98,94.46
6295,20250922,59,98,1462,774,NULL,2,118.69,237.38
6296,20241123,15,528,3901,639,7,3,22.61,57.66
6297,20251214,57,188,87,764,58,2,97.06,184.41
6298,20251214,50,57,2817,360,108,3,36.05,86.52
6299,20250810,20,513,2654,368,NULL,2,117.32,234.64
6300,20240823,50,351,3636,532,89,4,17.32,55.42
6301,20250813,13,120,2535,590,21,3,105.22,205.18
6302,20251214,50,292,2817,360,25,2,140.07,196.10
6303,20241207,32,333,3840,99,90,4,30.23,78.60
6304,20250605,25,151,2160,615,NULL,4,146.04,584.16
6305,20250908,48,559,2319,161,NULL,4,104.02,416.08
6306,20250723,23,248,3122,327,39,4,142.54,541.65
6307,20251210,30,529,1598,33,NULL,3,132.74,398.22
6308,20240616,7,126,3745,653,NULL,2,141.58,283.16
6309,20241016,13,41,214,357,75,2,26.40,42.24
6310,20250408,64,113,438,752,NULL,2,18.25,36.50
6311,20251129,59,459,173,398,40,3,149.96,314.92
6312,20250608,50,168,2358,360,57,4,67.78,216.90
6313,20250113,40,563,1300,734,72,1,111.60,89.28
6314,20250603,54,31,3266,365,NULL,2,37.72,75.44
6315,20251210,30,134,1598,33,90,3,61.16,119.26
6316,20250527,15,112,2563,26,NULL,4,21.78,87.12
6317,20250124,11,139,2595,438,89,3,39.00,93.60
6318,20241210,16,1,46,4,90,1,107.50,69.88
6319,20240215,23,585,3487,5,NULL,2,51.15,102.30
6320,20250413,49,141,1458,706,8,3,145.34,414.22
6321,20240320,20,183,1255,131,90,3,139.58,272.18
6322,20240710,38,67,1688,551,58,1,145.54,138.26
6323,20240824,63,190,3679,751,7,2,132.29,224.89
6324,20241001,6,597,2154,367,22,4,99.05,376.39
6325,20240307,61,115,2295,295,89,4,120.60,385.92
6326,20240306,32,278,1599,443,NULL,1,34.35,34.35
6327,20250119,5,416,1087,272,21,2,78.93,102.61
6328,20241103,53,542,483,531,NULL,3,54.61,163.83
6329,20240503,62,337,461,343,107,4,91.47,365.88
6330,20240417,37,116,435,49,8,1,64.83,61.59
6331,20250810,32,595,427,518,108,3,50.12,120.29
6332,20240417,37,137,435,49,72,3,86.23,206.95
6333,20250708,46,384,1397,338,75,2,75.65,121.04
6334,20251102,49,191,320,169,21,3,20.05,39.10
6335,20251121,17,392,535,40,90,4,98.17,255.24
6336,20250815,19,230,348,577,NULL,3,60.30,180.90
6337,20251224,37,81,2863,49,57,4,106.28,340.10
6338,20251102,49,340,320,169,107,4,55.12,220.48
6339,20250829,58,402,644,62,25,1,91.74,64.22
6340,20251102,49,326,320,169,NULL,3,160.28,480.84
6341,20251218,55,72,696,765,7,4,83.45,283.73
6342,20250504,20,26,1970,694,39,4,115.38,438.44
6343,20250812,2,566,3920,601,7,4,27.22,92.55
6344,20250220,37,476,2199,49,108,3,130.00,312.00
6345,20241207,24,577,3927,583,107,1,158.60,158.60
6346,20250324,33,458,2686,83,25,1,54.18,37.93
6347,20250929,25,552,1643,795,75,1,41.07,32.86
6348,20250520,53,2,2332,46,NULL,4,92.31,369.24
6349,20251208,8,326,2265,352,21,1,138.43,89.98
6350,20250331,7,134,2062,359,21,2,73.99,96.19
6351,20250114,46,448,117,338,107,4,42.06,168.24
6352,20251219,33,467,1751,83,NULL,2,125.83,251.66
6353,20250910,23,44,3814,5,39,1,22.68,21.55
6354,20250806,54,520,2951,203,NULL,1,46.34,46.34
6355,20250924,44,453,908,379,NULL,2,163.68,327.36
6356,20250209,9,564,3064,230,NULL,2,89.80,179.60
6357,20251106,12,56,2446,63,108,1,94.87,75.90
6358,20251225,5,440,779,272,107,4,69.73,278.92
6359,20250704,11,451,152,35,7,3,42.80,109.14
6360,20250109,22,315,3920,591,25,1,71.00,49.70
6361,20250201,2,482,1682,601,NULL,4,44.83,179.32
6362,20250219,38,27,297,483,NULL,4,37.49,149.96
6363,20250529,36,5,359,604,39,1,146.56,139.23
6364,20250710,32,539,517,518,NULL,4,88.73,354.92
6365,20241104,49,380,1489,706,21,4,120.04,312.10
6366,20240220,14,497,2925,136,75,1,129.27,103.42
6367,20250813,49,390,3919,706,107,4,53.93,215.72
6368,20250706,10,81,822,415,NULL,2,120.62,241.24
6369,20251212,64,543,443,375,8,1,70.82,67.28
6370,20240503,64,132,2328,375,75,3,92.62,222.29
6371,20250119,5,193,1087,272,NULL,1,106.94,106.94
6372,20250310,63,118,1859,405,7,2,56.75,96.48
6373,20250410,24,542,999,583,25,4,68.04,190.51
6374,20241104,49,17,1489,706,75,1,14.85,11.88
6375,20250807,14,24,1928,679,57,4,5.26,16.83
6376,20250410,24,454,999,583,108,1,72.43,57.94
6377,20240908,44,138,1495,702,7,2,103.63,176.17
6378,20240822,34,153,3275,388,89,4,38.75,124.00
6379,20250802,8,348,993,352,NULL,2,170.38,340.76
6380,20240503,39,535,3568,142,39,2,6.13,11.65
6381,20240531,49,280,1158,169,NULL,2,17.74,35.48
6382,20240602,22,44,1782,591,22,2,21.32,40.51
6383,20250419,50,380,2749,546,21,1,117.30,76.25
6384,20241214,19,222,177,577,108,4,155.20,496.64
6385,20250616,60,105,2454,390,58,4,79.83,303.35
6386,20240321,36,366,1964,604,72,2,61.79,98.86
6387,20250517,64,476,3607,125,NULL,3,112.95,338.85
6388,20251101,50,476,613,546,107,2,116.42,232.84
6389,20240621,61,28,934,295,105,2,26.62,39.93
6390,20250201,32,349,852,285,5,1,34.45,29.28
6391,20251104,49,586,2981,169,41,3,140.98,359.50
6392,20251204,9,238,2928,232,106,1,60.95,42.67
6393,20251028,8,213,8,352,73,4,96.76,251.58
6394,20250802,60,295,2794,390,6,1,161.44,104.94
6395,20251006,21,35,2902,703,23,2,123.85,173.39
6396,20251104,49,375,2981,169,74,2,56.83,107.98
6397,20250922,3,495,2164,782,23,1,138.13,96.69
6398,20250909,44,535,2640,702,6,1,6.74,4.38
6399,20250720,35,286,NULL,750,55,3,77.23,173.77
6400,20250912,32,242,3809,301,74,3,156.41,445.77
6401,20250321,48,105,3220,663,41,3,71.30,181.82
6402,20250925,43,438,1461,487,73,3,17.14,33.42
6403,20250531,41,95,1728,454,106,2,29.26,40.96
6404,20251004,47,197,1100,NULL,5,3,86.60,220.83
6405,20251007,43,304,3117,487,88,1,118.76,106.88
6406,20251225,62,483,2473,550,24,3,25.82,61.97
6407,20250516,17,40,3060,103,88,4,112.73,405.83
6408,20250516,54,434,964,659,105,2,25.36,38.04
6409,20241031,21,358,2510,190,74,4,12.68,48.18
6410,20250522,47,246,3636,NULL,23,3,101.06,212.23
6411,20250621,40,337,1762,408,56,3,92.68,236.33
6412,20241201,4,59,2389,675,91,2,116.96,210.53
6413,20250301,14,500,1688,757,38,1,38.40,28.80
6414,20250813,53,306,82,576,38,4,7.39,22.17
6415,20241230,52,549,1351,239,105,1,131.04,98.28
6416,20251121,48,496,2159,663,105,3,34.52,77.67
6417,20250629,48,371,2406,760,106,3,149.68,314.33
6418,20251130,31,496,3153,10,106,3,31.00,65.10
6419,20250113,43,203,3598,487,74,2,118.51,225.17
6420,20250522,8,100,3439,419,38,1,121.11,90.83
6421,20251018,29,580,1068,527,6,3,63.24,123.32
6422,20250112,5,464,2315,209,105,1,84.86,63.65
6423,20240729,26,300,3918,593,88,1,78.14,70.33
6424,20250416,8,151,3414,419,73,3,113.38,221.09
6425,20241124,30,469,1184,7,88,4,58.58,210.89
6426,20240510,36,89,1523,476,56,1,159.77,135.80
6427,20251018,32,489,1371,383,41,4,34.28,116.55
6428,20250406,9,428,2011,427,41,4,109.61,372.67
6429,20251022,10,256,2604,745,41,4,140.34,477.16
6430,20251121,38,421,227,25,74,1,49.32,46.85
6431,20241215,10,153,2910,690,23,1,39.18,27.43
6432,20251208,63,93,2301,286,73,4,61.57,160.08
6433,20250106,40,476,3054,408,88,3,138.46,373.84
6434,20251210,9,201,3604,451,24,4,19.51,62.43
6435,20250313,54,1,2396,520,74,3,124.07,353.60
6436,20250313,54,587,2396,520,56,4,125.43,426.46
6437,20250927,29,340,1183,274,24,4,49.27,157.66
6438,20250823,27,467,2848,75,105,1,136.47,102.35
6439,20251210,9,405,3604,451,105,1,73.93,55.45
6440,20251127,53,575,330,461,6,4,96.07,249.78
6441,20241215,29,197,3276,274,41,3,81.33,207.39
6442,20241215,29,109,3276,274,105,4,59.19,177.57
6443,20250106,40,425,3054,408,106,4,48.25,135.10
6444,20250616,62,315,2692,544,24,3,62.32,149.57
6445,20250308,9,41,NULL,427,56,4,21.86,74.32
6446,20250923,15,258,2579,NULL,88,3,4.33,11.69
