Order_ID,Customer_ID,Warehouse_ID,Order_Time,Order_Status,Order_Total
492,1880,6,2025-04-24 18:11:09,Shipped,155.85
493,2955,5,2025-06-24 13:49:16,Shipped,161.09
494,1560,1,2024-04-05 01:05:18,Delivered,480.43
495,2010,7,2025-05-19 23:46:59,Cancelled,128.11
496,3755,4,2025-03-16 16:01:24,Shipped,
497,1439,6,2025-11-06 00:47:23,Delivered,282.7
498,1916,3,2025-02-28 01:07:18,Delivered,297.25
499,2326,6,2024-04-08 05:58:13,Processing,
500,1484,7,2024-05-02 12:48:49,Cancelled,329.25
501,1154,5,2024-06-15 04:30:54,Shipped,764.35
502,3373,2,2024-08-22 23:36:05,Pending,896.07
503,3083,8,2024-01-17 06:58:18,Shipped,130.99
504,3703,1,2024-02-09 13:00:28,Delivered,
505,2855,8,2025-12-25 09:26:32,Processing,436.27
506,2135,4,2024-04-24 05:10:14,Returned,693.78
507,842,5,2025-11-25 08:43:54,Processing,347.29
508,3561,3,2024-07-05 04:27:10,Processing,721.96
509,2395,5,2024-02-04 05:49:40,Pending,282.34
510,2887,8,2024-06-13 10:24:25,Cancelled,600.36
511,3757,7,2025-06-09 20:19:13,Delivered,534.08
512,3018,6,2025-11-16 14:02:15,Delivered,479.61
513,2437,5,2024-02-24 14:55:46,Delivered,475.17
514,3171,4,2025-07-23 19:18:04,Processing,374.68
515,3132,7,2024-11-02 10:47:03,Delivered,20.91
516,2784,3,2024-09-27 06:27:57,Processing,90.4
517,2124,6,2025-10-23 00:33:24,Processing,162.55
518,1785,4,2024-06-02 07:05:17,Returned,717.61
519,3091,4,2024-05-05 10:47:24,Shipped,521.23
520,640,1,2024-05-05 22:54:14,Pending,534.96
521,146,2,2025-12-09 14:29:49,Delivered,223.73
522,2152,8,2024-01-17 20:55:27,Shipped,620.61
523,230,6,2024-03-07 16:16:36,Cancelled,538.87
524,1052,7,2024-05-05 00:19:13,Delivered,1281.6
525,1961,3,2024-11-06 14:31:22,Shipped,472.67
526,2324,5,2025-06-08 10:56:55,Delivered,185.39
527,2324,6,2024-02-09 14:53:18,Pending,
528,2173,6,2024-05-22 11:00:14,Pending,396.68
529,2643,3,2025-12-30 20:41:05,Delivered,569.23
530,2098,2,2024-03-28 12:06:23,Delivered,191.96
531,1022,1,2025-01-20 22:24:07,Shipped,
532,2059,7,2025-11-09 07:31:46,Processing,757.87
533,1250,1,2025-02-27 08:53:39,Processing,533.1
534,1379,7,2025-05-31 12:46:52,Delivered,82.26
535,1173,2,2024-03-04 21:42:03,Processing,477.8
536,448,5,2025-06-11 17:29:53,Delivered,1074.69
537,541,1,2024-05-02 01:38:12,Processing,49.8
538,1779,8,2024-05-24 03:59:45,Delivered,263.52
539,2212,4,2025-12-17 06:29:50,Pending,833.59
540,1699,4,2024-09-24 17:00:28,Shipped,240.77
541,1379,3,2024-06-12 06:40:56,Shipped,571.86
542,3743,2,2024-02-03 19:36:13,Delivered,304.08
543,2388,4,2025-02-10 19:24:51,Shipped,226.06
544,858,3,2025-09-09 04:05:46,Delivered,584.87
545,3862,7,2025-04-27 22:45:21,Delivered,299.39
546,229,1,2025-03-16 15:42:29,Delivered,653.12
547,2602,4,2024-07-17 07:35:03,Pending,560.77
548,2601,5,2025-06-02 19:30:22,Processing,373.11
549,449,7,2025-08-20 06:53:30,Delivered,118.76
550,390,3,2025-01-30 17:02:56,Processing,146.58
551,2813,6,2025-12-11 11:53:17,Cancelled,626.18
552,747,2,2024-10-21 23:39:12,Delivered,132.37
553,1605,7,2025-12-31 10:33:21,Pending,368.22
554,1066,2,2025-05-15 02:30:37,Pending,388.41
555,1895,5,2025-12-26 14:03:32,Cancelled,304.8
556,1458,3,2025-04-26 23:04:00,Delivered,391.23
557,420,7,2024-01-23 06:00:04,Returned,55.54
558,2773,2,2025-04-26 19:18:33,Processing,271.89
559,1179,6,2024-04-27 08:45:27,Returned,761.57
560,1063,8,2024-08-16 13:43:05,Processing,171.63
561,3469,6,2024-08-18 02:05:06,Processing,635.96
562,972,5,2025-10-07 08:25:00,Pending,178.89
563,2547,2,2024-07-23 03:18:55,Delivered,173.26
564,3806,2,2025-12-04 05:57:55,Delivered,416.42
565,1349,4,2025-07-12 06:06:00,Delivered,257.3
566,3576,3,2025-08-13 20:58:03,Shipped,99.3
567,1938,3,2025-04-17 18:28:09,Delivered,310.54
568,2988,8,2025-06-10 02:25:31,Cancelled,686.56
569,3468,3,2024-06-09 05:37:14,Cancelled,558.04
570,3482,6,2025-10-22 10:24:06,Delivered,351.76
571,778,6,2024-10-15 20:13:14,Returned,225.24
572,1451,3,2025-01-02 07:11:02,Delivered,
573,1482,6,2025-01-02 10:54:29,Shipped,477.29
574,298,3,2024-04-17 01:00:00,Processing,677.83
575,2539,8,2025-11-12 01:58:13,Processing,703.12
576,2717,7,2025-03-20 01:11:38,Delivered,245.16
577,2204,2,2025-03-18 10:52:37,Delivered,63.67
578,1919,4,2024-02-22 06:19:28,Returned,
579,1612,7,2024-07-07 14:58:01,Processing,932.78
580,2408,8,2024-03-27 11:27:05,Shipped,327.8
581,2072,6,2025-01-27 09:19:04,Delivered,393.15
582,2049,7,2024-09-18 04:52:43,Pending,151.41
583,2908,6,2025-11-12 20:55:41,Shipped,537.1
584,475,7,2025-01-20 17:07:44,Delivered,923.04
585,2442,2,2025-01-29 10:24:56,Delivered,570.07
586,635,5,2025-11-21 02:26:12,Processing,447.3
587,1042,3,2024-04-14 16:52:33,Cancelled,41.16
588,1791,8,2024-08-05 08:36:45,Cancelled,237.34
589,2106,3,2024-09-26 22:52:22,Delivered,374.03
590,3361,7,2025-03-12 10:56:00,Shipped,209.57
591,1315,8,2025-01-09 16:40:05,Pending,276.37
592,638,6,2025-03-07 01:44:38,Delivered,657.36
593,3453,1,2025-02-24 20:11:49,Delivered,381.17
594,1262,8,2025-10-01 18:18:26,Pending,85.54
595,106,7,2025-08-04 02:21:33,Shipped,513.23
596,1360,1,2024-03-07 21:35:58,Shipped,501.06
597,3630,3,2024-07-24 23:52:37,Delivered,551.48
598,955,4,2025-05-15 17:13:26,Delivered,885.76
599,1048,5,2025-03-02 19:09:04,Delivered,86.95
600,1701,8,2024-06-30 02:07:04,Pending,263.49
601,3155,1,2025-08-08 02:50:51,Processing,189.57
602,3042,8,2025-06-05 20:02:34,Delivered,501.41
603,2134,1,2024-07-07 13:56:33,Delivered,742.57
604,3961,4,2025-02-19 05:03:48,Cancelled,238.44
605,93,4,2024-10-13 03:57:46,Cancelled,219.6
606,3863,2,2025-10-03 17:41:59,Returned,429.61
607,3223,7,2024-04-25 17:47:56,Shipped,112.26
608,1185,2,2024-10-16 11:43:56,Processing,577.8
609,3023,3,2024-04-24 00:44:37,Pending,568.55
610,1559,6,2024-08-26 11:01:18,Processing,309.43
611,956,7,2025-12-19 06:24:52,Cancelled,559.2
612,3154,8,2025-03-11 11:55:38,Delivered,191.87
613,3971,1,2025-08-20 05:17:24,Delivered,
614,1954,4,2024-05-16 22:39:24,Pending,108.43
615,758,2,2024-06-26 16:34:56,Delivered,520.44
616,1310,4,2024-08-06 09:38:21,Pending,463.16
617,2116,8,2025-05-16 19:26:03,Delivered,106.74
618,3302,1,2024-07-12 01:14:29,Pending,137.17
619,3991,4,2024-07-27 05:38:38,Delivered,344
620,104,8,2024-04-23 17:34:44,Delivered,550.1
621,3727,2,2025-10-05 03:09:33,Shipped,724.12
622,3313,8,2024-01-07 06:09:30,Cancelled,253.62
623,475,1,2024-10-11 21:00:08,Processing,450.88
624,1709,2,2025-12-09 12:01:23,Delivered,470.6
625,77,3,2024-12-03 04:46:48,Pending,461.79
626,1989,6,2025-08-05 03:36:51,Delivered,311.44
627,186,6,2024-05-01 12:30:49,Returned,330.96
628,2069,3,2025-04-28 15:00:08,Processing,639.47
629,1782,8,2024-07-02 12:52:13,Shipped,42.86
630,2729,1,2025-12-08 05:23:08,Pending,407.62
631,2389,4,2025-05-27 04:26:52,Delivered,591.63
632,1897,2,2025-07-27 00:18:16,Pending,317.32
633,95,5,2024-06-29 09:01:27,Delivered,105.63
634,48,1,2025-05-31 09:45:38,Delivered,
635,2058,4,2025-09-11 11:21:28,Delivered,235.46
636,3627,7,2025-07-13 01:00:43,Processing,300.97
637,1881,5,2025-05-23 01:47:45,Cancelled,101.73
638,181,1,2025-08-03 21:53:32,Shipped,
639,3679,2,2024-06-27 05:26:28,Cancelled,552.18
640,454,8,2025-12-11 16:35:30,Processing,452.46
641,3871,1,2025-07-18 02:25:32,Delivered,668.31
642,830,1,2024-12-28 14:29:23,Delivered,665.27
643,2510,3,2025-06-23 20:03:31,Delivered,140.39
644,3527,8,2025-06-28 18:48:48,Returned,565.59
645,1425,1,2024-08-10 09:32:52,Pending,259.35
646,2983,2,2024-05-19 14:19:52,Pending,37.34
647,2448,1,2025-08-06 10:08:04,Delivered,806.65
648,2808,8,2024-07-28 15:33:18,Pending,499.22
649,2146,2,2025-05-22 11:09:55,Delivered,301.44
650,1221,7,2025-09-02 04:26:48,Delivered,169.08
651,1823,6,2024-06-17 19:36:13,Pending,108.93
652,2498,2,2024-09-05 19:43:14,Processing,273.59
653,2931,5,2024-08-23 11:55:06,Delivered,305.18
654,390,8,2025-06-26 01:51:09,Delivered,72.54
655,3801,3,2024-04-07 23:46:18,Processing,315.12
656,153,4,2024-11-06 18:30:24,Processing,634.62
657,3857,2,2024-08-01 23:39:49,Processing,455.36
658,2386,2,2025-02-13 22:30:10,Delivered,796.86
659,288,7,2024-03-14 02:40:35,Shipped,134.76
660,3783,8,2024-07-13 07:09:56,Processing,608.5
661,1082,4,2025-10-17 01:52:26,Shipped,431.48
662,827,4,2024-03-17 13:48:33,Delivered,180.69
663,2642,5,2024-12-04 05:35:43,Delivered,220.68
664,1336,6,2025-08-12 21:18:46,Shipped,416.26
665,1801,8,2024-03-05 22:06:03,Cancelled,246.54
666,743,3,2024-05-29 08:10:43,Processing,225.25
667,3728,5,2024-02-12 04:25:37,Delivered,92.02
668,2076,4,2024-12-13 13:48:08,Delivered,979.08
669,2115,3,2024-01-29 02:03:39,Delivered,773.39
670,926,6,2024-10-24 05:30:07,Pending,124.04
671,3855,5,2025-03-26 11:29:42,Pending,12.6
672,3344,1,2025-10-13 11:59:06,Processing,21.08
673,322,8,2025-01-27 04:51:48,Delivered,69.38
674,836,4,2024-07-26 11:20:07,Delivered,69.34
675,2163,5,2025-05-04 18:25:36,Delivered,292.82
676,843,4,2024-09-22 01:21:48,Delivered,162.84
677,1644,1,2024-02-16 16:08:34,Delivered,445.41
678,3767,5,2025-01-17 06:10:04,Processing,270.84
679,3885,8,2025-04-19 22:13:47,Pending,318.21
680,3997,7,2025-02-25 16:05:00,Processing,479.27
681,2678,4,2025-01-25 03:43:45,Shipped,678.88
682,2224,2,2024-09-10 23:34:27,Delivered,725.34
683,217,1,2025-01-09 04:54:59,Pending,634.93
684,2119,2,2024-11-22 13:43:30,Shipped,342.03
685,3889,3,2025-08-18 04:17:01,Delivered,507.18
686,301,4,2025-01-03 09:38:44,Cancelled,288.93
687,859,1,2025-03-07 06:38:57,Cancelled,310.79
688,3483,7,2025-09-23 19:00:17,Delivered,32.82
689,2328,7,2024-06-25 12:35:08,Delivered,
690,2778,1,2024-07-12 07:55:14,Delivered,334.99
691,2995,3,2024-05-30 11:42:51,Delivered,145.67
692,2251,7,2025-07-16 15:06:28,Processing,421.54
693,3870,4,2024-12-25 23:01:05,Delivered,559.14
694,792,4,2024-01-26 00:21:21,Cancelled,122.71
695,3687,4,2025-07-09 15:20:14,Delivered,652.4
696,250,2,2025-09-23 16:43:12,Processing,325.75
697,1526,3,2024-09-26 10:29:23,Processing,166.64
698,2581,1,2024-09-28 20:09:04,Delivered,342.28
699,3035,5,2024-09-14 16:44:07,Shipped,391.7
700,3414,7,2025-02-13 15:39:04,Shipped,472.15
701,791,6,2024-04-20 16:53:40,Processing,435.54
702,1871,5,2024-06-27 12:42:46,Processing,829.79
703,2201,1,2025-03-26 10:29:49,Processing,440.64
704,3376,8,2025-07-02 19:44:34,Delivered,154.8
705,3589,8,2025-02-09 21:23:41,Pending,290.79
706,1690,6,2025-12-27 07:50:00,Delivered,844.95
707,739,2,2025-12-26 19:28:49,Returned,827.67
708,701,4,2024-04-01 14:50:50,Delivered,157.02
709,1348,6,2024-05-02 22:14:28,Shipped,1156.47
710,2749,2,2024-04-21 13:18:35,Delivered,133.56
711,2601,8,2024-05-23 08:41:51,Delivered,722.88
712,2357,2,2024-07-01 09:15:48,Shipped,330.6
713,694,4,2024-02-05 23:50:33,Cancelled,268.8
714,2436,7,2025-07-17 10:45:12,Delivered,600.43
715,3054,5,2025-07-07 19:09:45,Shipped,251.73
716,2473,2,2024-12-26 17:42:30,Shipped,401.7
717,3614,8,2024-06-30 08:54:56,Shipped,312.47
718,3747,4,2025-07-25 19:07:55,Pending,396.99
719,14,8,2025-11-28 23:48:36,Delivered,924.33
720,2844,4,2025-03-22 02:44:08,Delivered,794.03
721,1130,6,2024-12-23 08:54:09,Returned,456.08
722,1166,1,2024-02-07 18:35:46,Pending,313.8
723,2910,5,2024-07-29 08:07:23,Shipped,89.08
724,882,1,2025-07-02 15:00:45,Processing,515.67
725,3275,5,2024-08-16 12:57:25,Pending,419.01
726,2015,8,2025-11-25 22:13:47,Returned,422.8
727,3266,8,2024-04-09 06:06:57,Delivered,
728,2421,5,2025-01-06 04:26:09,Delivered,390.19
729,952,6,2025-08-20 16:28:13,Pending,95.81
730,2747,7,2025-03-31 03:55:00,Shipped,814.75
731,3419,1,2024-07-15 12:04:14,Pending,450.44
732,2797,3,2025-03-28 16:00:07,Delivered,569.88
733,3705,7,2024-12-11 07:25:10,Pending,692.73
734,2834,1,2024-12-28 12:08:37,Shipped,447.53
735,292,4,2024-07-13 02:31:34,Delivered,746.48
736,2584,2,2024-02-01 12:26:17,Pending,932.19
737,130,4,2024-01-28 03:54:39,Shipped,29.45
738,3179,5,2024-03-08 10:25:43,Shipped,
739,258,1,2024-08-22 02:47:14,Delivered,502.71
740,2864,4,2024-05-17 21:10:47,Processing,943.23
741,437,5,2025-08-31 16:05:45,Returned,357.5
742,3940,3,2025-10-25 14:43:44,Delivered,398.06
743,1797,3,2025-05-07 16:54:07,Cancelled,81.24
744,3785,2,2024-10-22 01:23:39,Delivered,189.74
745,3856,8,2024-05-07 12:38:38,Processing,596.46
746,1545,4,2024-07-05 09:32:41,Delivered,475.92
747,763,6,2025-08-28 11:26:55,Cancelled,146.9
748,2820,3,2025-04-25 05:19:54,Cancelled,144.94
749,1011,6,2024-10-02 23:33:33,Processing,389.39
750,1751,6,2025-07-28 20:24:19,Delivered,270.26
751,3484,7,2024-01-06 04:39:29,Delivered,251.97
752,1583,4,2024-11-01 07:04:07,Pending,183.29
753,1328,4,2024-12-16 08:05:48,Delivered,293.91
754,858,4,2024-10-18 05:07:21,Delivered,188.89
755,2121,5,2025-06-04 16:14:28,Delivered,479.35
756,1569,6,2024-12-16 04:55:10,Shipped,240.27
757,661,5,2024-01-18 04:00:07,Processing,86.1
758,3240,3,2024-07-06 08:57:39,Cancelled,924.9
759,719,8,2024-11-26 11:30:22,Shipped,410.5
760,1226,2,2025-10-22 10:33:18,Processing,894.39
761,2616,5,2025-09-06 11:09:44,Delivered,107.59
762,458,2,2024-09-29 17:30:31,Delivered,108.87
763,2984,5,2025-01-13 16:56:44,Delivered,240.06
764,614,8,2025-05-22 13:21:31,Processing,951.52
765,3035,4,2024-08-04 00:52:54,Pending,782.5
766,2121,1,2025-05-02 00:57:45,Shipped,459.35
767,3807,2,2025-05-04 00:13:56,Delivered,346.9
768,3376,6,2025-04-07 03:10:55,Processing,262.1
769,2792,6,2024-05-16 09:35:18,Delivered,235.79
770,1441,7,2025-12-07 02:51:24,Delivered,688.41
771,2489,1,2024-03-07 23:20:11,Processing,300.03
772,1836,8,2024-06-14 05:00:16,Processing,370.54
773,917,5,2024-08-23 17:50:32,Delivered,240.3
774,2338,8,2025-02-28 07:42:49,Delivered,478.26
775,3325,6,2024-04-26 07:29:39,Delivered,97.96
776,1257,6,2025-10-04 14:02:32,Delivered,138.22
777,180,7,2025-03-18 16:49:16,Delivered,382.04
778,498,2,2024-05-20 11:50:51,Cancelled,219.7
779,455,6,2024-04-21 11:16:02,Delivered,168.18
780,2409,1,2025-10-29 05:31:41,Cancelled,490.21
781,1835,6,2024-08-25 22:59:01,Shipped,233.4
782,3262,3,2024-08-24 17:26:02,Delivered,311.08
783,3602,7,2025-07-05 14:39:07,Cancelled,16.69
784,1908,7,2025-10-13 17:55:18,Returned,575.05
785,1403,4,2025-01-30 02:02:08,Shipped,173.69
786,2064,5,2025-06-09 04:20:24,Delivered,183.12
787,3993,7,2025-10-28 12:10:25,Delivered,828.61
788,2326,7,2024-06-04 01:46:23,Delivered,570.72
789,1717,5,2025-05-29 14:06:14,Cancelled,55.83
790,3885,4,2024-05-22 16:00:53,Cancelled,313.67
791,2933,7,2024-03-29 09:59:55,Delivered,59.81
792,3698,6,2025-04-21 17:10:59,Cancelled,
793,2743,8,2024-02-21 22:23:48,Delivered,651.87
794,1736,3,2024-11-10 12:01:45,Processing,268.11
795,1002,3,2025-02-26 07:23:41,Delivered,202.18
796,1523,8,2024-07-06 20:40:33,Delivered,373.77
797,3926,7,2024-06-22 10:17:42,Delivered,498.92
798,150,1,2025-03-01 13:05:08,Delivered,499.04
799,2137,2,2024-04-29 15:00:04,Shipped,155.95
800,687,4,2025-02-01 20:36:14,Delivered,48.09
801,1481,6,2025-08-09 10:13:24,Shipped,879.55
802,504,8,2025-05-10 20:14:37,Delivered,512.55
803,1737,6,2024-06-22 00:50:55,Delivered,858.67
804,3035,7,2025-03-02 23:50:17,Processing,566.24
805,467,4,2025-02-24 10:56:29,Pending,312.66
806,1569,3,2024-08-10 18:09:03,Processing,20.94
807,1811,3,2025-08-09 17:00:25,Cancelled,324.73
808,2690,6,2024-05-10 03:31:22,Delivered,247.59
809,3098,4,2024-11-12 07:11:16,Delivered,797.33
810,838,1,2024-04-28 05:00:44,Delivered,48.69
811,2616,2,2024-02-24 17:27:51,Cancelled,478.45
812,2626,2,2025-03-28 00:49:52,Delivered,102.4
813,3183,4,2025-11-05 17:17:40,Processing,396.91
814,2391,3,2024-02-10 06:59:12,Processing,452.13
815,635,4,2025-02-27 11:41:46,Cancelled,34.57
816,3344,6,2024-12-23 05:59:32,Processing,209.02
817,3223,7,2025-05-15 06:25:34,Processing,535.23
818,2575,2,2024-05-09 21:00:04,Delivered,100.05
819,1490,2,2024-07-05 18:30:42,Pending,254.88
820,264,4,2024-09-12 01:54:24,Shipped,643.23
821,3913,7,2025-03-06 23:37:42,Cancelled,134.51
822,563,3,2025-02-02 07:13:19,Shipped,417.2
823,2043,7,2025-06-25 21:43:17,Shipped,801.92
824,2154,4,2025-12-21 20:28:55,Processing,595.21
825,1929,1,2024-04-18 10:52:00,Delivered,531.19
826,418,6,2025-12-17 03:25:58,Pending,21.53
827,1783,1,2025-04-23 18:13:05,Delivered,487.83
828,1584,6,2024-08-29 05:07:30,Delivered,462.56
829,2003,6,2025-06-15 12:20:12,Delivered,331.14
830,2037,2,2025-06-03 14:48:11,Shipped,168.45
831,76,2,2025-11-04 18:49:32,Delivered,746.48
832,3743,1,2024-01-02 15:25:10,Delivered,924.12
833,3845,8,2024-04-08 00:52:56,Processing,312.06
834,1204,4,2025-11-09 05:00:30,Delivered,589.97
835,1907,3,2024-10-28 22:21:27,Delivered,324.82
836,2117,7,2025-01-16 04:02:57,Delivered,89.95
837,2334,7,2024-12-11 01:42:21,Delivered,584.46
838,122,5,2025-01-19 01:05:21,Returned,511.9
839,710,3,2024-07-03 02:11:13,Cancelled,389.52
840,2501,4,2025-10-19 00:04:24,Delivered,326.94
841,373,6,2025-03-05 13:07:22,Delivered,422.62
842,2121,2,2025-01-13 16:26:34,Delivered,224.92
843,3429,3,2024-02-11 09:04:01,Delivered,15.58
844,1251,7,2024-10-24 11:47:51,Delivered,80.92
845,3215,6,2024-11-22 07:23:51,Delivered,726.91
846,3107,4,2024-07-18 22:54:04,Delivered,229.01
847,1663,4,2025-01-15 02:40:43,Pending,424.05
848,2719,1,2025-01-24 03:58:11,Delivered,333.35
849,604,7,2024-12-04 08:32:45,Delivered,857.31
850,3064,8,2024-02-04 06:57:49,Delivered,91.33
851,2155,3,2024-08-12 12:05:20,Returned,267.16
852,1853,4,2025-07-02 02:03:36,Delivered,748.89
853,22,8,2025-05-29 06:17:36,Delivered,802.62
854,1457,4,2025-11-17 22:53:16,Processing,93.13
855,3558,5,2025-04-06 20:59:56,Shipped,158.5
856,698,6,2025-02-24 04:38:46,Processing,1054.87
857,1957,7,2025-08-01 17:16:29,Delivered,512.29
858,2012,2,2025-05-26 18:23:53,Delivered,421.94
859,2231,4,2024-03-17 02:25:46,Shipped,847.02
860,766,4,2025-01-23 21:20:22,Delivered,791.79
861,2855,8,2024-12-31 14:24:05,Delivered,161.55
862,3075,5,2024-05-12 07:30:58,Processing,493.27
863,107,5,2024-12-26 02:12:58,Processing,37.38
864,1252,5,2024-02-10 01:21:15,Pending,46.72
865,3971,4,2025-07-27 03:24:31,Delivered,1124.32
866,3593,5,2025-07-15 04:23:20,Pending,946.26
867,17,2,2024-06-21 21:09:32,Delivered,417.59
868,1719,1,2024-10-27 05:36:32,Delivered,21.87
869,780,8,2025-02-11 06:19:30,Processing,172.12
870,2214,7,2025-08-11 09:44:50,Delivered,513.9
871,3668,2,2025-09-30 07:05:27,Delivered,722.32
872,2616,3,2025-04-04 04:31:40,Processing,433.53
873,2187,1,2024-07-18 21:50:41,Delivered,499.73
874,859,7,2025-07-19 12:44:48,Delivered,
875,2362,6,2025-04-12 23:01:11,Pending,93.83
876,1369,7,2024-03-14 00:53:28,Pending,166.67
877,1650,3,2025-12-12 15:53:37,Shipped,1035.96
878,3760,1,2025-03-14 06:21:09,Delivered,337.19
879,1472,7,2024-08-29 03:22:15,Pending,61.71
880,517,1,2024-05-08 13:48:59,Cancelled,415.65
881,3258,3,2024-10-02 11:38:50,Shipped,713.42
882,97,1,2025-05-10 22:07:02,Processing,407.17
883,1748,8,2025-11-09 20:30:49,Shipped,573.65
884,1395,6,2024-05-08 01:31:32,Delivered,91.71
885,2064,2,2024-02-21 16:50:01,Processing,608.86
886,1651,7,2025-09-14 00:57:59,Delivered,252.82
887,1384,4,2025-06-26 13:47:33,Shipped,546.3
888,2221,3,2024-01-15 15:49:16,Cancelled,420.2
889,2257,7,2024-08-08 22:27:24,Returned,242.54
890,3679,4,2025-05-14 08:57:03,Processing,133.27
891,3936,6,2025-10-05 23:39:58,Delivered,549.02
892,308,5,2024-08-30 20:27:54,Delivered,25.6
893,3068,1,2025-11-22 19:44:16,Shipped,296.69
894,988,3,2025-03-17 00:00:59,Delivered,17.21
895,3361,6,2025-12-12 10:43:38,Delivered,232.18
896,3496,3,2025-02-14 11:27:53,Delivered,399.02
897,2740,2,2024-09-09 02:08:24,Cancelled,501.22
898,2658,4,2024-04-07 21:54:51,Delivered,800.36
899,725,7,2024-02-26 00:12:39,Delivered,349.23
900,3479,8,2024-11-20 04:08:40,Processing,453.3
901,498,3,2024-08-08 19:52:28,Returned,773.4
902,2828,5,2025-07-26 01:05:43,Shipped,
903,3804,2,2024-09-08 00:00:32,Processing,1002.78
904,771,3,2024-11-05 13:21:05,Pending,469.99
905,2533,7,2025-04-07 18:58:34,Delivered,70.82
906,473,1,2024-07-30 08:50:47,Pending,334.62
907,2523,1,2024-11-20 11:05:27,Delivered,521.36
908,1491,4,2025-03-24 15:26:13,Pending,104.73
909,1031,6,2025-12-03 11:00:04,Delivered,
910,834,8,2025-03-21 10:56:06,Shipped,332.93
911,3898,1,2024-07-04 07:54:13,Delivered,
912,3799,6,2025-05-28 14:16:00,Delivered,429.99
913,3917,2,2024-09-12 04:25:59,Processing,730.61
914,486,8,2024-06-10 16:50:33,Delivered,498.02
915,3181,1,2024-09-01 15:57:17,Pending,475.14
916,3683,2,2024-08-17 12:53:03,Pending,428.64
917,1693,5,2024-02-11 20:41:29,Processing,174.09
918,1571,8,2025-11-13 21:47:14,Cancelled,214.56
919,2536,7,2024-10-30 19:55:10,Shipped,474.72
920,3782,6,2024-02-24 16:04:58,Delivered,504.03
921,2414,8,2024-01-18 07:45:40,Cancelled,730.52
922,1860,2,2025-10-27 06:41:29,Pending,411.02
923,1348,3,2024-05-09 19:59:56,Delivered,49.45
924,3108,3,2024-03-01 12:43:15,Shipped,
925,1315,3,2025-11-28 01:44:59,Processing,16.52
926,3339,7,2024-11-25 09:04:32,Delivered,637.88
927,2206,5,2024-02-08 17:30:34,Returned,443.48
928,162,6,2024-10-04 21:37:31,Processing,217.07
929,1580,5,2025-05-31 18:56:56,Cancelled,570.72
930,631,3,2024-10-04 19:05:48,Delivered,799.25
931,867,5,2024-05-31 17:15:14,Pending,689.57
932,3486,6,2024-12-17 14:43:13,Delivered,39.01
933,621,3,2024-04-30 11:56:22,Shipped,944.12
934,2105,2,2025-04-12 23:37:36,Shipped,471.11
935,415,6,2024-12-10 13:20:53,Delivered,304.66
936,2959,4,2024-12-09 16:03:12,Returned,135.2
937,1884,2,2025-12-13 19:44:47,Cancelled,579.93
938,2581,8,2025-06-14 14:09:34,Shipped,841.8
939,942,5,2024-04-20 18:35:30,Delivered,231.19
940,5,2,2025-11-12 06:45:54,Shipped,368.79
941,2744,4,2024-12-27 21:04:50,Delivered,189.41
942,2791,5,2025-09-24 04:20:32,Delivered,522.33
943,2586,4,2024-11-11 20:46:36,Delivered,690.46
944,2996,6,2024-11-16 00:15:59,Shipped,420.37
945,2883,4,2024-09-10 22:03:50,Delivered,191.43
946,2206,5,2024-08-15 23:35:45,Shipped,
947,3438,7,2024-04-26 11:43:31,Shipped,347.15
948,3869,4,2024-12-17 05:43:20,Returned,20.92
949,468,8,2024-07-26 16:02:29,Processing,634.89
950,3967,3,2024-07-09 06:55:57,Delivered,128.43
951,3413,8,2025-04-14 06:07:49,Delivered,187.08
952,3862,6,2024-02-05 22:07:16,Returned,379.83
953,2799,2,2024-07-04 15:14:50,Pending,507.26
954,1642,1,2024-10-04 11:33:05,Delivered,163.56
955,3812,1,2025-11-05 09:25:45,Pending,620.35
956,2614,4,2024-08-03 22:22:20,Processing,267.65
957,2379,5,2025-01-29 22:45:36,Processing,86.37
958,2003,7,2025-06-15 01:14:41,Delivered,494.45
959,1474,2,2025-07-03 21:50:49,Delivered,483.41
960,3959,1,2024-01-21 00:51:35,Shipped,677.12
961,1831,5,2025-05-06 22:59:35,Shipped,497.84
962,2083,1,2024-01-08 14:22:45,Delivered,217.2
963,2455,6,2025-05-17 11:18:07,Shipped,169
964,116,1,2024-05-08 11:42:28,Shipped,159.16
965,3825,6,2025-06-17 05:15:38,Delivered,71.88
966,590,3,2025-11-21 12:35:29,Shipped,667.8
967,1683,6,2025-05-23 17:00:02,Processing,710.3
968,1880,7,2025-09-22 09:29:13,Pending,605.62
969,2953,8,2024-07-02 01:39:03,Cancelled,512.82
970,1146,8,2025-09-19 14:01:04,Delivered,354.97
971,305,7,2025-03-01 20:23:15,Cancelled,518.59
972,3877,1,2024-12-28 22:01:31,Delivered,365.84
973,335,4,2025-08-30 17:21:07,Delivered,228.65
974,2829,3,2025-03-12 09:35:41,Shipped,256.98
975,2635,3,2024-11-14 16:57:57,Pending,647.26
976,3201,2,2025-01-24 22:43:50,Delivered,440.9
977,3381,4,2025-04-07 20:25:59,Shipped,112.43
978,3664,6,2024-06-12 12:25:01,Delivered,723.97
979,1248,6,2024-10-19 16:43:46,Delivered,436.05
980,2302,3,2024-01-04 05:48:20,Delivered,187.08
981,1087,3,2025-12-07 07:34:00,Cancelled,812.24
982,622,7,2025-06-30 00:52:48,Returned,480.27
