Order_Item_ID,Order_ID,Product_ID,Promotion_ID,Quantity,Unit_Price
1860,780,323,55,1,163.75
1861,781,385,34,3,44.97
1862,781,35,79,1,98.49
1863,782,195,91,1,36.77
1864,782,246,21,1,112.27
1865,782,486,99,1,128.55
1866,782,392,,1,33.49
1867,783,228,72,1,16.69
1868,784,471,,1,49.14
1869,784,459,88,3,137.55
1870,784,75,52,2,56.63
1871,785,293,20,2,16.95
1872,785,546,111,1,139.79
1873,786,49,109,1,142.66
1874,786,130,116,2,20.23
1875,787,430,117,3,83.31
1876,787,17,85,3,13.33
1877,787,216,69,1,94.84
1878,787,402,79,3,147.95
1879,788,148,46,3,106.77
1880,788,494,43,1,87.33
1881,788,138,41,3,54.36
1882,789,294,66,1,55.83
1883,790,472,56,2,123.08
1884,790,336,91,1,67.51
1885,791,280,36,1,59.81
1886,792,285,109,3,41.6
1887,792,520,,1,19.05
1888,792,244,71,1,38.42
1889,792,392,14,1,39.19
1890,793,150,16,2,7.87
1891,793,407,102,,96.68
1892,793,424,91,1,17.11
1893,793,406,2,3,109.66
1894,794,564,67,3,89.37
1895,795,326,88,2,52.67
1896,795,343,119,2,48.42
1897,796,541,97,2,124.94
1898,796,112,119,1,123.89
1899,797,269,51,3,23.54
1900,797,525,25,1,21.17
1901,797,575,,1,148.77
1902,797,10,84,3,86.12
1903,798,590,19,1,112.37
1904,798,9,,3,128.89
1905,799,531,,1,155.95
1906,800,392,54,1,37.73
1907,800,374,105,1,10.36
1908,801,50,93,3,157.05
1909,801,446,47,1,128.98
1910,801,127,36,3,93.14
1911,802,497,54,3,71.68
1912,802,458,48,1,94.27
1913,802,174,102,2,101.62
1914,803,324,106,3,118.22
1915,803,438,75,3,67.79
1916,803,395,96,2,90.58
1917,803,226,88,1,119.48
1918,804,359,75,2,38.68
1919,804,156,2,3,162.96
1920,805,463,87,1,83.52
1921,805,206,43,2,114.57
1922,806,275,17,1,20.94
1923,807,461,119,2,129.43
1924,807,312,106,1,65.87
1925,808,186,10,1,87.51
1926,808,437,11,2,80.04
1927,809,186,35,1,88.96
1928,809,161,30,2,132.62
1929,809,542,56,3,26.03
1930,809,265,65,3,121.68
1931,810,515,61,3,16.23
1932,811,197,86,1,132.37
1933,811,246,96,2,132.79
1934,811,582,28,2,40.25
1935,812,193,7,2,51.2
1936,813,354,120,1,101.92
1937,813,140,25,1,84.55
1938,813,120,100,2,105.22
1939,814,421,34,1,89.1
1940,814,576,52,3,121.01
1941,815,281,32,1,34.57
1942,816,68,95,1,151.25
1943,816,553,28,1,57.77
1944,817,251,100,2,66.2
1945,817,492,73,1,28.33
1946,817,325,61,2,99.07
1947,817,526,85,2,88.18
1948,818,263,51,1,60.73
1949,818,195,11,1,39.32
1950,819,317,53,2,21.86
1951,819,346,7,1,57.56
1952,819,440,61,3,51.2
1953,820,330,54,3,66.42
1954,820,111,51,3,147.99
1955,821,9,71,1,
1956,822,244,93,,39.28
1957,822,432,117,1,140.39
1958,822,72,17,3,3.93
1959,822,329,64,2,73.59
1960,823,338,36,2,117.1
1961,823,58,14,2,91.23
1962,823,406,83,3,128.42
1963,824,93,108,2,142.64
1964,824,545,40,2,7.68
1965,824,257,83,3,98.19
1966,825,122,66,2,23.29
1967,825,176,15,1,101.81
1968,825,576,19,3,127.6
1969,826,337,111,1,21.53
1970,827,47,28,1,74.16
1971,827,14,11,3,137.89
1972,828,4,112,1,168.95
1973,828,222,112,1,15.93
1974,828,55,86,3,32.23
1975,828,192,4,3,60.33
1976,829,313,34,2,5.28
1977,829,314,64,3,90.19
1978,829,364,88,1,32.91
1979,829,77,81,3,5.7
1980,830,99,77,3,56.15
1981,831,70,17,1,132.76
1982,831,586,72,3,123.48
1983,831,483,30,2,121.64
1984,832,427,3,2,78.99
1985,832,219,54,2,116.96
1986,832,160,32,3,142.5
1987,832,229,56,1,104.72
1988,833,378,48,3,104.02
1989,834,301,55,1,136.61
1990,834,342,13,2,76.67
1991,834,370,4,2,150.01
1992,835,493,30,2,40.95
1993,835,470,93,3,5.74
1994,835,96,19,3,46.04
1995,835,121,30,2,43.79
1996,836,198,27,1,89.95
1997,837,299,27,3,151.41
1998,837,434,22,1,130.23
1999,838,250,40,2,100.31
2000,838,534,6,3,23.32
2001,838,69,42,3,80.44
2002,839,486,80,3,129.84
2003,840,581,99,2,122.83
2004,840,309,99,1,81.28
2005,841,102,30,2,150.07
2006,841,277,48,1,122.48
2007,842,27,6,1,39.46
2008,842,540,71,2,92.73
2009,843,530,111,2,7.79
2010,844,420,79,2,40.46
2011,845,263,28,1,55.15
2012,845,569,,2,144.05
2013,845,341,81,3,89.14
2014,845,443,,1,116.24
2015,846,448,45,2,109.28
2016,846,205,70,1,10.45
2017,847,24,104,2,104.8
2018,847,192,4,2,66.78
2019,847,549,113,2,23.83
2020,847,563,101,1,33.23
2021,848,575,103,1,145.71
2022,848,10,88,2,93.82
2023,849,504,54,3,100.15
2024,849,434,79,3,146.89
2025,849,480,94,3,38.73
2026,850,560,120,1,58.43
2027,850,457,17,1,15.73
2028,850,293,11,1,17.17
2029,851,411,24,1,133.32
2030,851,320,10,2,49.05
2031,851,392,112,1,35.74
2032,852,250,2,3,115.32
2033,852,530,80,3,7.24
2034,852,260,76,3,127.07
2035,853,467,118,3,84.81
2036,853,498,98,3,133.68
2037,853,376,7,3,49.05
2038,854,39,57,1,93.13
2039,855,423,110,1,33.12
2040,855,70,25,1,125.38
2041,856,583,105,3,106.26
2042,856,507,9,2,141.08
2043,856,179,14,3,151.31
2044,857,594,21,3,121.85
2045,857,438,54,2,73.37
2046,858,85,2,2,68.47
2047,858,491,93,3,15.38
2048,858,528,80,3,30.53
2049,858,124,44,3,49.09
2050,859,257,55,3,98.54
2051,859,29,43,1,125.91
2052,859,369,90,3,141.83
2053,860,280,39,3,74.01
2054,860,145,,3,30.5
2055,860,546,34,3,126.97
2056,860,229,110,1,97.35
2057,861,523,100,3,53.85
2058,862,201,65,3,46.25
2059,862,195,104,1,36.2
2060,862,107,117,2,159.16
2061,863,65,32,2,18.69
2062,864,308,18,2,23.36
2063,865,118,24,2,43.13
2064,865,173,45,3,156.68
2065,865,482,24,3,52.26
2066,865,223,78,3,137.08
2067,866,498,64,2,137.31
2068,866,589,44,2,110.29
2069,866,282,109,1,152.66
2070,866,402,73,2,149.2
2071,867,362,9,2,62.84
2072,867,74,30,3,85.3
2073,867,419,54,1,36.01
2074,868,150,83,3,7.29
2075,869,459,74,1,172.12
2076,870,502,64,3,67.44
2077,870,458,77,2,83
2078,870,418,30,2,72.79
2079,871,86,84,2,109.28
2080,871,55,60,1,27.26
2081,871,406,80,1,127.45
2082,871,319,99,3,116.35
2083,872,380,79,3,73.04
2084,872,272,55,1,
2085,872,94,59,3,39.6
2086,873,329,41,3,72.2
2087,873,363,117,3,86.97
2088,873,288,65,1,22.22
2089,874,260,18,3,126.87
2090,875,98,51,1,93.83
2091,876,280,37,1,63.11
2092,876,126,114,2,51.78
2093,877,33,103,3,150.22
2094,877,38,92,3,52.53
2095,877,486,44,3,142.57
2096,878,206,108,1,108.87
2097,878,361,110,3,34.58
2098,878,390,58,2,62.29
2099,879,34,97,3,14.11
2100,879,518,57,2,9.69
2101,880,26,17,1,89.82
2102,880,537,65,3,108.61
2103,881,250,9,1,100.12
2104,881,82,53,3,29.37
2105,881,559,112,3,139.1
2106,881,319,116,1,107.89
2107,882,300,35,3,112.75
2108,882,241,,2,34.46
2109,883,547,92,3,105.07
2110,883,207,60,3,11.8
2111,883,7,76,2,7.66
2112,883,159,83,3,69.24
2113,884,532,91,3,6.97
2114,884,479,20,1,70.8
2115,885,50,39,3,159.09
2116,885,188,87,1,
2117,885,199,4,1,11.47
2118,886,134,31,2,126.41
2119,887,196,79,1,133.45
2120,887,330,51,2,77.97
2121,887,262,51,2,111.28
2122,887,544,15,3,11.45
2123,888,545,27,1,8.75
2124,888,304,82,2,49.23
2125,888,115,28,3,104.33
2126,889,185,94,2,18.72
2127,889,98,96,2,102.55
2128,890,320,24,1,57.01
2129,890,582,15,2,38.13
2130,891,549,48,2,27.28
2131,891,222,100,1,14.26
2132,891,445,108,2,93.63
2133,891,213,50,2,146.47
2134,892,317,85,1,25.6
2135,893,192,48,1,66.59
2136,893,315,28,2,115.05
2137,894,146,,1,17.21
2138,895,201,29,1,40.4
2139,895,388,9,2,
2140,896,191,9,1,56.21
2141,896,202,11,3,114.27
2142,897,288,1,2,23
2143,897,483,27,3,151.74
2144,898,597,35,3,164.47
2145,898,164,59,2,116.32
2146,898,238,110,3,24.77
2147,899,566,74,2,15.36
2148,899,76,85,2,112.29
2149,899,129,107,3,31.31
2150,900,203,101,3,96.58
2151,900,577,75,1,
2152,900,45,66,1,117.72
2153,901,133,73,2,120.56
2154,901,52,62,3,83.62
2155,901,275,11,2,22.24
2156,901,223,1,2,118.47
2157,902,455,85,1,14.04
2158,902,286,50,3,19.36
2159,903,87,81,3,121.69
2160,903,197,82,1,127.35
2161,903,459,112,3,170.12
2162,904,276,40,1,
2163,904,38,98,1,43.11
2164,904,486,53,2,144.56
2165,905,145,57,2,35.41
2166,906,197,,2,125.63
2167,906,360,64,1,83.36
2168,907,494,6,2,77.32
2169,907,453,44,3,122.24
2170,908,129,86,3,34.91
2171,909,283,95,1,72.65
2172,910,123,30,2,57.46
2173,910,565,55,3,57.06
2174,910,455,93,3,15.61
2175,911,515,75,2,17.14
2176,911,527,35,3,142.15
2177,912,240,107,2,130.43
2178,912,596,,1,50.03
2179,912,296,105,3,39.7
2180,913,407,120,1,93.68
2181,913,416,44,3,79.23
2182,913,176,102,2,96.96
2183,913,247,118,3,68.44
2184,914,356,65,2,95.66
2185,914,535,86,3,93.81
2186,914,492,27,1,
2187,915,354,62,2,104.06
2188,915,232,118,2,60.25
2189,915,376,75,3,48.84
2190,916,398,102,2,137.32
2191,916,93,,1,154
2192,917,202,6,1,121.06
2193,917,295,56,1,53.03
2194,918,592,51,2,33.22
2195,918,33,41,1,148.12
2196,919,350,60,3,102.88
2197,919,382,99,2,83.04
2198,920,302,97,1,23.2
2199,920,178,66,1,48.98
2200,920,450,78,3,56.64
2201,920,382,64,3,87.31
2202,921,438,82,1,68.55
2203,921,404,20,3,129.34
2204,921,520,90,2,18.34
2205,921,279,66,3,79.09
2206,922,450,97,2,55.34
2207,922,570,115,1,84.52
2208,922,19,65,2,14.72
2209,922,272,13,2,93.19
2210,923,442,2,1,49.45
2211,924,397,71,3,145.2
2212,924,258,61,1,46.83
2213,925,150,2,2,8.26
2214,926,37,74,2,146.12
2215,926,551,80,1,50.29
2216,926,521,77,3,98.45
2217,927,230,15,3,48.88
2218,927,498,23,2,148.42
2219,928,535,70,2,80.42
2220,928,357,27,1,56.23
2221,929,486,31,3,149.19
2222,929,555,100,3,41.05
2223,930,402,120,2,172.27
2224,930,449,85,3,151.57
2225,931,270,61,1,94.44
2226,931,403,11,2,82.48
2227,931,49,47,3,143.39
2228,932,253,66,1,39.01
2229,933,542,48,1,24.14
2230,933,341,41,3,111.18
2231,933,597,65,3,140.7
2232,933,450,7,3,54.78
2233,934,230,63,1,40.79
2234,934,579,20,3,143.44
2235,935,330,51,2,64.63
2236,935,326,,2,55.14
2237,935,347,13,2,32.56
2238,936,303,45,1,19.6
2239,936,60,13,2,24.55
2240,936,359,8,2,33.25
2241,937,317,109,3,27.33
2242,937,164,3,3,93.07
2243,937,44,116,3,72.91
2244,938,355,,2,124.97
2245,938,167,10,3,32.55
2246,938,514,64,3,143.97
2247,938,189,89,1,62.3
2248,939,563,101,3,39.67
2249,939,113,16,2,56.09
2250,940,202,87,3,105.26
2251,940,123,68,1,53.01
2252,941,421,45,1,85.79
2253,941,385,90,1,39.81
2254,941,303,9,3,21.27
2255,942,13,31,3,
2256,942,562,102,3,49.19
2257,943,93,107,3,156.5
2258,943,65,24,2,19.44
2259,943,318,40,2,91.04
2260,944,425,44,2,74.08
2261,944,335,117,1,4.77
2262,944,384,43,2,133.72
2263,945,75,97,3,63.81
2264,946,471,6,3,49.66
2265,947,348,,1,9.71
2266,947,110,74,3,43.33
2267,947,312,97,3,69.15
2268,948,574,43,1,20.92
2269,949,186,83,1,93.43
2270,949,233,87,3,78.81
2271,949,54,107,2,107.15
2272,949,66,110,1,90.73
2273,950,200,48,3,42.81
2274,951,553,97,1,69.17
2275,951,246,27,1,117.91
2276,952,410,110,1,124.65
2277,952,188,96,2,127.59
2278,953,80,,2,42.58
2279,953,148,93,3,107.15
2280,953,217,75,1,94.71
2281,953,485,55,1,5.94
2282,954,382,58,1,93.42
2283,954,336,93,1,70.14
2284,955,90,19,2,145.28
2285,955,406,14,3,109.93
2286,956,206,,1,106.4
2287,956,89,98,3,53.75
2288,957,52,55,1,86.37
2289,958,495,107,3,150.7
2290,958,184,22,1,42.35
2291,959,48,118,2,7.26
2292,959,165,110,1,100.58
2293,959,183,94,2,125.75
2294,959,388,22,1,116.81
2295,960,257,40,2,92.73
2296,960,364,57,1,27.26
2297,960,142,47,3,51.48
2298,960,522,18,3,103.32
2299,961,276,117,2,128.65
2300,961,434,47,2,120.27
2301,962,418,27,3,72.4
2302,963,97,32,2,55.84
2303,963,108,8,2,
2304,964,342,102,2,79.58
2305,965,377,20,2,35.94
2306,966,256,80,3,150.94
2307,966,159,105,3,71.66
2308,967,465,46,3,80.06
2309,967,453,109,2,139.69
2310,967,418,105,3,63.58
2311,968,56,64,3,160.89
2312,968,70,88,1,122.95
2313,969,133,57,1,119.52
2314,969,516,20,3,131.1
2315,970,501,113,2,57.68
2316,970,66,104,2,82.94
2317,970,106,34,1,73.73
2318,971,16,3,2,118.51
2319,971,410,104,2,111.6
2320,971,126,71,1,58.37
2321,972,504,104,3,99.32
2322,972,244,48,2,33.94
2323,973,57,75,2,97.07
2324,973,227,12,1,34.51
2325,974,20,69,2,128.49
2326,975,301,74,3,129.97
2327,975,134,69,1,146.64
2328,975,300,95,1,110.71
2329,976,176,66,3,117.4
2330,976,91,98,1,88.7
2331,977,519,55,2,45.64
2332,977,574,76,1,21.15
2333,978,345,116,2,108.22
2334,978,165,35,3,91.63
2335,978,260,120,2,116.32
2336,979,16,51,3,125.17
2337,979,108,34,2,30.27
2338,980,262,1,2,93.54
2339,981,495,43,1,131.95
2340,981,87,64,3,131.22
2341,981,440,22,3,60.84
2342,981,229,56,1,104.11
2343,982,330,78,2,66.14
2344,982,263,54,3,62.39
2345,982,100,28,2,80.41
2346,983,51,74,3,28.74
2347,983,244,40,3,36.94
2348,983,422,86,3,37.31
2349,984,420,43,1,33.28
2350,984,312,51,3,67.46
2351,984,18,80,2,76.08
2352,984,112,93,1,131.13
2353,985,406,93,3,112.51
2354,985,83,69,2,150.87
2355,986,202,105,3,120.59
2356,986,341,8,3,110.28
2357,986,576,91,2,123.94
2358,986,463,49,2,69.02
2359,987,55,80,2,29.65
2360,987,213,73,2,138.88
2361,988,520,95,3,16.91
2362,988,408,23,3,123.98
2363,989,282,51,2,156.44
2364,990,33,43,2,120.11
2365,990,110,110,2,45.72
2366,990,30,114,2,108.48
2367,990,190,110,3,78.65
2368,991,126,51,1,55.7
2369,991,254,45,1,6.99
2370,991,91,89,1,
2371,992,397,99,1,130.44
2372,992,177,89,1,80.2
2373,993,514,80,3,159.62
2374,993,435,98,2,94.27
2375,993,479,111,2,72.81
2376,994,176,7,1,109.78
2377,994,166,62,3,62.27
2378,994,10,56,3,95.83
2379,994,358,44,2,106.09
2380,995,421,23,1,83.02
2381,995,577,91,3,51.54
2382,995,581,29,2,143.71
2383,995,595,18,1,95.15
2384,996,350,11,3,93.71
2385,996,294,90,1,47.91
2386,996,389,10,2,70.5
2387,997,576,62,1,117.01
2388,997,322,52,1,34.86
2389,997,146,1,2,17.93
2390,998,415,53,2,129.21
2391,998,584,12,2,73.13
2392,999,561,78,2,35.67
2393,999,389,118,3,68.02
2394,999,287,82,2,65.98
2395,1000,486,11,3,131.12
2396,1000,351,17,1,39.05
2397,1001,586,31,2,107.89
2398,1002,461,26,3,115.84
2399,1002,361,61,3,38.07
2400,1003,147,116,3,104.97
2401,1004,355,36,1,128.15
2402,1004,45,25,1,101.6
2403,1005,268,93,1,79.22
2404,1005,576,86,3,119.7
2405,1005,198,,3,84.19
2406,1006,47,41,2,79.8
2407,1007,447,,2,107.46
2408,1007,479,90,2,77.08
2409,1008,210,120,1,20.68
2410,1008,137,15,2,34.98
2411,1008,504,111,3,96.72
2412,1008,409,37,3,58.06
2413,1009,451,47,3,147.41
2414,1009,488,82,2,172.11
2415,1009,179,37,,133.86
2416,1009,91,64,3,88.67
2417,1010,2,105,2,63.44
2418,1010,209,37,1,86.17
2419,1010,486,82,3,137.81
2420,1011,120,118,2,93.48
2421,1011,238,27,2,27.19
2422,1011,129,57,1,32.53
2423,1012,352,58,3,88.36
2424,1012,275,45,3,23.76
2425,1012,563,88,1,34.93
2426,1013,500,44,1,155.48
2427,1013,457,68,2,15.37
2428,1013,403,91,3,79.97
2429,1014,6,116,2,112.94
2430,1014,435,57,1,84.86
2431,1014,154,61,1,38.04
2432,1015,111,5,1,122.11
2433,1016,465,8,2,81.09
2434,1016,379,1,1,71.21
2435,1017,483,116,3,147.09
2436,1017,360,109,1,96.34
2437,1018,109,97,3,38.58
2438,1018,106,14,1,70.41
2439,1018,288,49,3,19.01
2440,1018,58,80,1,94.84
2441,1019,273,91,1,100.73
2442,1019,440,36,1,54.88
2443,1019,27,56,3,41.84
2444,1019,410,49,1,122.64
2445,1020,245,25,2,117.35
2446,1020,29,22,1,129.01
2447,1021,597,69,2,164.44
2448,1021,171,25,3,105.44
2449,1022,367,86,1,32.43
2450,1022,299,66,2,140.54
2451,1022,300,56,1,111.71
2452,1023,202,12,3,105.85
2453,1023,97,107,3,56.06
2454,1023,555,39,2,38.85
2455,1024,483,69,2,150.17
2456,1025,326,10,3,52.48
2457,1026,248,3,3,50.54
2458,1026,404,101,3,117.7
2459,1026,211,88,2,32.4
2460,1026,353,81,3,98.6
2461,1027,234,104,3,70.04
2462,1027,154,34,2,41.9
2463,1027,375,103,3,80.2
2464,1027,576,44,3,109.66
2465,1028,389,59,1,68.6
2466,1028,236,57,1,70.23
2467,1029,340,102,2,47.68
2468,1030,254,117,3,8.26
2469,1030,448,35,3,124.18
2470,1030,534,15,3,26.64
2471,1031,558,39,1,9.83
2472,1031,453,110,3,
2473,1032,313,40,2,5
2474,1032,105,54,1,29.8
2475,1032,592,99,1,34.76
2476,1032,14,85,3,164.1
2477,1033,182,87,3,88.9
2478,1034,586,67,3,126.82
2479,1034,116,79,1,34.49
2480,1035,12,15,3,62.81
2481,1035,565,46,3,60.84
2482,1036,84,32,2,119.13
2483,1036,382,46,3,88.13
2484,1036,14,59,2,157.29
2485,1037,424,48,3,16.34
2486,1038,195,12,2,44.08
2487,1039,596,9,2,42.97
2488,1040,425,92,2,69.98
2489,1040,444,2,3,136.41
2490,1040,295,46,1,48.19
2491,1040,526,31,3,84.36
2492,1041,475,76,2,117.27
2493,1041,494,117,3,82.25
2494,1041,46,47,3,62.89
2495,1041,425,25,3,67.85
2496,1042,527,57,1,130.67
2497,1042,288,27,2,21.93
2498,1043,35,27,3,119.29
2499,1043,201,44,2,45.04
2500,1044,92,47,3,53.26
2501,1044,408,28,1,123.85
2502,1044,289,73,3,84.42
2503,1045,161,31,3,139.23
2504,1045,409,69,1,51.18
2505,1045,419,88,1,37.74
2506,1046,416,63,2,69.6
2507,1046,333,71,1,123.05
2508,1047,39,,1,86.77
2509,1047,192,69,1,65.99
2510,1047,477,112,2,12.33
2511,1048,12,47,1,60.19
2512,1048,220,41,2,110.7
2513,1049,235,79,2,
2514,1050,477,21,2,11.07
2515,1050,547,104,2,89.36
2516,1050,314,71,3,92.94
2517,1050,83,4,3,121.48
2518,1051,308,19,2,21.47
2519,1052,399,114,1,67.94
2520,1052,533,41,2,99.14
2521,1052,331,18,2,18.26
2522,1053,378,113,3,93.17
2523,1053,524,11,3,38.32
2524,1053,251,8,2,65.61
2525,1053,42,93,1,104.35
2526,1054,202,118,1,114.22
2527,1054,17,17,3,13.83
2528,1054,263,4,1,67.81
2529,1055,30,108,1,102.29
2530,1055,258,85,3,44.21
2531,1055,433,40,1,109.29
2532,1056,173,33,3,153.08
2533,1057,410,49,3,106.25
2534,1057,339,41,1,4.63
2535,1058,152,9,2,31.09
2536,1059,403,115,2,76.22
2537,1059,532,89,2,5.85
2538,1060,595,76,3,97.8
2539,1061,453,116,2,137.77
2540,1062,404,108,3,105.45
2541,1062,354,94,2,86.54
2542,1063,324,18,1,107.05
2543,1063,67,72,2,133.89
2544,1064,396,72,2,84.19
2545,1064,45,76,1,111.08
2546,1065,163,,3,60.37
2547,1066,437,18,2,68.34
2548,1067,195,52,3,38.9
2549,1067,454,116,1,8.14
2550,1067,565,114,2,60.5
2551,1068,542,61,3,24.58
2552,1068,253,3,3,37.89
2553,1069,505,53,3,96.83
2554,1069,213,86,1,156.06
2555,1070,248,98,3,49.53
2556,1071,403,77,3,87.47
2557,1071,344,37,3,73.17
2558,1072,499,102,1,44.6
2559,1072,241,88,2,39.79
2560,1073,334,66,2,28.27
2561,1073,499,51,1,45.87
2562,1073,8,114,2,18.83
2563,1074,62,103,1,136.61
2564,1074,268,70,3,87.18
2565,1075,199,62,1,12.15
2566,1075,377,39,2,33.77
2567,1075,600,29,3,17.54
2568,1075,447,4,3,122.61
2569,1076,491,91,3,13.73
2570,1076,125,30,1,164.42
2571,1076,488,109,2,165.27
2572,1077,35,98,2,118.66
2573,1077,246,12,3,136.27
2574,1077,203,9,3,87.83
2575,1077,344,11,3,81.62
2576,1078,95,108,2,155.31
2577,1078,234,100,2,71.77
2578,1079,35,77,3,103.92
2579,1079,526,79,3,102.7
2580,1079,157,47,3,122.56
2581,1080,588,57,3,55.73
2582,1080,390,61,1,65.18
2583,1080,419,88,2,33.54
2584,1081,277,114,3,120.08
2585,1081,283,47,2,78.25
2586,1082,126,87,2,51.75
2587,1082,350,89,1,97.98
2588,1083,253,110,3,33.31
2589,1083,187,63,1,63.32
2590,1084,10,47,2,89.03
2591,1084,345,113,2,95.85
2592,1085,342,16,3,77.84
2593,1085,62,74,2,133.99
2594,1086,390,41,3,66.47
2595,1086,484,1,1,56.02
2596,1086,510,57,2,86.04
2597,1087,513,20,1,69.98
2598,1087,18,90,3,83.39
2599,1087,82,94,3,29.4
2600,1088,582,107,2,39.41
2601,1088,310,6,1,16.97
2602,1089,200,90,2,48.62
2603,1090,294,32,2,49.08
2604,1090,428,24,2,127.91
2605,1090,260,30,3,135.57
2606,1091,544,90,2,10.26
2607,1091,257,28,3,77.77
2608,1092,346,2,3,48.43
2609,1092,141,86,1,77.64
2610,1092,74,80,2,90.89
2611,1093,505,53,2,88.21
2612,1093,163,97,2,63.45
2613,1094,386,76,2,21.51
2614,1094,312,117,3,62.75
2615,1095,290,69,3,35.72
2616,1095,580,43,2,24.72
2617,1095,488,47,3,141.21
2618,1096,460,45,3,105.14
2619,1096,120,57,2,99.75
2620,1096,185,35,2,20.53
2621,1097,531,96,3,141.73
2622,1097,471,95,1,40.51
2623,1097,195,15,2,37.08
2624,1098,110,64,3,40.48
2625,1098,459,6,1,150.8
2626,1099,489,,3,61.8
2627,1099,322,102,1,41.4
2628,1099,15,19,3,143.35
2629,1100,487,83,2,70.18
2630,1100,423,30,3,33.31
2631,1101,39,77,2,100.04
2632,1102,86,,1,109.79
2633,1102,493,19,3,40.54
2634,1103,543,12,3,71.82
2635,1103,218,5,1,111.79
2636,1104,198,116,1,73.39
2637,1104,238,26,1,27.02
2638,1105,282,39,2,153.94
2639,1105,579,,1,152.18
2640,1106,41,27,3,78.73
2641,1106,221,45,3,10.66
2642,1106,23,36,1,77.88
2643,1107,598,19,3,145.01
2644,1108,236,112,1,71.51
2645,1108,155,60,1,151.01
2646,1109,281,111,2,32.23
2647,1109,254,42,1,7.71
2648,1109,173,46,3,152.66
2649,1110,423,104,2,37.42
2650,1111,195,84,2,40.51
2651,1111,352,34,1,96.55
2652,1111,272,21,3,105.15
2653,1112,298,55,2,90.12
2654,1112,378,97,1,116.33
2655,1113,370,104,3,128.97
2656,1113,378,4,3,100.54
2657,1114,15,89,2,145.97
2658,1115,321,76,1,79.93
2659,1115,559,65,3,145.14
2660,1115,426,69,1,126.4
2661,1115,125,104,1,157.83
2662,1116,434,67,1,148.28
2663,1116,490,59,1,19.51
2664,1117,439,114,3,6.68
2665,1117,365,73,3,33.82
2666,1118,300,96,1,116.74
2667,1118,328,6,3,149.85
2668,1118,262,93,3,97.03
2669,1119,95,78,1,131.53
2670,1120,475,91,1,147.71
2671,1120,380,112,1,74.82
2672,1120,591,46,3,91.32
2673,1121,272,73,1,94.15
2674,1122,434,108,3,131.56
2675,1122,515,94,3,18.53
2676,1122,108,112,2,29.23
2677,1123,12,102,1,72.78
2678,1123,257,77,1,77.55
2679,1124,162,19,2,91.96
2680,1124,99,,3,53
2681,1124,196,66,1,138.29
2682,1125,303,36,3,22.28
2683,1125,417,30,1,12.3
2684,1126,39,,1,104.59
2685,1127,480,91,2,36.25
2686,1127,471,5,1,43.45
2687,1128,114,19,3,75.29
2688,1128,534,15,1,25.81
2689,1128,250,18,2,115.34
2690,1129,130,10,2,
2691,1129,150,52,2,8.51
2692,1129,433,119,2,120.11
2693,1129,189,2,3,58.21
2694,1130,342,19,1,
2695,1130,260,70,2,124.45
2696,1131,88,95,3,28.07
2697,1131,293,44,2,14.92
2698,1132,528,67,2,
2699,1133,325,17,3,105.92
2700,1133,562,117,2,48.31
2701,1134,484,82,1,49.07
2702,1134,171,28,3,110.65
2703,1135,200,101,2,48.71
2704,1135,2,53,1,54.46
2705,1136,29,96,1,111.58
2706,1136,307,96,1,115.48
2707,1137,352,78,2,86.25
2708,1137,343,,2,44.74
2709,1138,195,32,2,36.16
2710,1138,486,28,1,144.63
2711,1139,422,20,3,44.05
2712,1139,184,32,1,41.29
2713,1140,499,,1,54.07
2714,1140,553,81,1,57.99
2715,1140,110,1,1,43.18
2716,1140,421,108,2,90.33
2717,1141,170,104,3,
2718,1141,355,49,3,118.98
2719,1141,302,37,2,29.14
2720,1141,123,33,1,62.85
2721,1142,179,118,2,144.67
2722,1142,504,4,2,98.39
2723,1143,557,20,3,164.15
2724,1143,473,13,1,95.67
2725,1143,564,24,3,72.2
2726,1144,571,,1,68.52
2727,1145,341,12,1,106.09
2728,1146,18,40,1,94.14
2729,1146,44,70,3,90.75
2730,1146,237,60,1,36.97
2731,1147,334,27,2,30.55
2732,1147,98,30,2,93.39
2733,1147,485,,2,6.06
2734,1148,433,105,1,106.87
2735,1149,262,47,3,
2736,1149,135,65,1,119.6
2737,1150,7,45,3,6.37
2738,1150,119,97,1,119.75
2739,1150,179,36,2,151.77
2740,1150,382,90,1,95.65
2741,1151,503,95,3,41.2
2742,1151,383,13,2,108.5
2743,1151,452,89,1,146.23
2744,1152,229,117,1,88.96
2745,1152,65,118,3,21.79
2746,1153,326,,3,48.22
2747,1153,382,5,2,89.79
2748,1153,412,,3,83.45
2749,1154,566,30,3,13.71
2750,1155,302,,3,26.4
2751,1155,525,27,1,20.33
2752,1155,190,58,1,75.23
2753,1156,251,33,1,67.37
2754,1156,262,104,3,107
2755,1157,521,97,3,101.76
2756,1157,47,96,1,79.29
2757,1157,386,42,3,17.1
2758,1157,180,53,3,60.69
2759,1158,477,26,3,13.34
2760,1159,495,84,1,142.21
2761,1159,273,41,1,82.73
2762,1160,123,110,2,54.75
2763,1161,12,119,1,69.48
2764,1161,223,18,1,129.56
2765,1161,446,56,2,128.04
2766,1162,118,86,2,34.62
2767,1163,52,68,3,83.54
2768,1164,146,32,1,19.95
2769,1164,573,59,3,32.55
2770,1164,103,4,3,132.43
2771,1165,224,26,1,80.24
