Transaction_ID,Store_ID,Register_ID,Employee_ID,Customer_ID,Transaction_Time
TXN-20250923-001174,46,157,482,1326,2025-09-23 06:34:25
TXN-20240125-001175,46,157,800,2197,2024-01-25 11:51:40
TXN-20251018-001176,36,122,362,2188,2025-10-18 02:24:08
TXN-20240910-001177,34,117,461,3262,2024-09-10 17:11:17
TXN-20250716-001178,51,172,374,2582,2025-07-16 04:21:24
TXN-20240922-001179,47,161,151,2617,2024-09-22 03:52:17
TXN-20250315-001180,20,68,39,1999,2025-03-15 06:55:44
TXN-20240730-001181,8,28,272,2173,2024-07-30 00:45:17
TXN-20240927-001182,41,139,339,1955,2024-09-27 10:36:15
TXN-20240804-001183,59,201,27,2530,2024-08-04 21:18:14
TXN-20240417-001184,44,149,297,3279,2024-04-17 11:49:13
TXN-20250317-001185,62,210,240,855,2025-03-17 02:22:40
TXN-20250513-001186,36,121,438,1087,2025-05-13 17:26:42
TXN-20241006-001187,59,201,194,3245,2024-10-06 08:54:31
TXN-20250929-001188,27,92,408,906,2025-09-29 06:44:22
TXN-20250127-001189,14,48,481,582,2025-01-27 23:24:01
TXN-20250923-001190,5,18,493,1837,2025-09-23 09:30:15
TXN-20240211-001191,20,69,787,3872,2024-02-11 19:49:45
TXN-20250313-001192,55,189,248,3391,2025-03-13 08:23:54
TXN-20240426-001193,2,7,779,1130,2024-04-26 07:07:37
TXN-20250228-001194,52,175,365,1531,2025-02-28 02:29:54
TXN-20240702-001195,4,13,169,3711,2024-07-02 10:57:19
TXN-20250223-001196,47,161,379,1631,2025-02-23 06:40:08
TXN-20251229-001197,34,114,721,2368,2025-12-29 04:18:39
TXN-20241118-001198,38,129,234,859,2024-11-18 20:40:32
TXN-20250201-001199,18,63,495,3474,2025-02-01 11:55:10
TXN-20240427-001200,63,213,785,2928,2024-04-27 01:40:31
TXN-20240702-001201,52,178,44,215,2024-07-02 05:49:51
TXN-20240911-001202,28,96,86,560,2024-09-11 12:30:44
TXN-20240124-001203,52,176,197,606,2024-01-24 06:09:57
TXN-20250331-001204,21,71,574,400,2025-03-31 14:10:50
TXN-20250922-001205,23,78,309,2095,2025-09-22 17:33:06
TXN-20240830-001206,2,6,122,1227,2024-08-30 06:27:24
TXN-20240921-001207,29,98,74,246,2024-09-21 11:02:34
TXN-20240127-001208,60,205,786,3802,2024-01-27 06:53:42
TXN-20240703-001209,44,148,356,3936,2024-07-03 21:01:32
TXN-20240402-001210,1,1,473,3706,2024-04-02 09:19:39
TXN-20251214-001211,27,91,26,138,2025-12-14 20:04:58
TXN-20241118-001212,57,195,251,1920,2024-11-18 17:42:25
TXN-20241013-001213,59,200,140,728,2024-10-13 08:13:59
TXN-20251218-001214,33,112,794,2850,2025-12-18 14:30:33
TXN-20241203-001215,51,174,542,3318,2024-12-03 09:33:54
TXN-20240226-001216,1,1,577,3803,2024-02-26 20:04:42
TXN-20240117-001217,6,19,784,1678,2024-01-17 18:04:02
TXN-20250113-001218,43,144,91,2349,2025-01-13 04:15:13
TXN-20250701-001219,26,89,694,1213,2025-07-01 16:03:42
TXN-20251214-001220,21,70,277,146,2025-12-14 21:43:29
TXN-20240426-001221,14,46,304,298,2024-04-26 04:44:54
TXN-20250528-001222,46,157,243,177,2025-05-28 11:46:46
TXN-20250706-001223,31,107,143,2164,2025-07-06 22:03:58
TXN-20251021-001224,40,135,758,2784,2025-10-21 04:49:59
TXN-20240222-001225,64,217,421,795,2024-02-22 19:24:40
TXN-20240527-001226,30,102,107,2889,2024-05-27 16:20:34
TXN-20250308-001227,3,10,767,324,2025-03-08 06:17:29
TXN-20241113-001228,42,142,484,1113,2024-11-13 23:33:23
TXN-20240116-001229,62,211,686,949,2024-01-16 22:34:02
TXN-20251122-001230,32,110,84,3854,2025-11-22 10:51:46
TXN-20251225-001231,57,195,251,3944,2025-12-25 23:18:07
TXN-20250413-001232,56,192,458,1753,2025-04-13 15:58:12
TXN-20250619-001233,20,67,787,1157,2025-06-19 03:26:40
TXN-20240425-001234,5,16,493,1559,2024-04-25 18:45:23
TXN-20251207-001235,60,204,275,1249,2025-12-07 14:07:51
TXN-20250807-001236,26,89,488,3418,2025-08-07 15:43:24
TXN-20250216-001237,1,4,118,2118,2025-02-16 22:22:03
TXN-20250315-001238,46,156,249,342,2025-03-15 21:13:34
TXN-20250727-001239,10,34,718,1389,2025-07-27 01:42:46
TXN-20240929-001240,39,132,507,603,2024-09-29 03:57:08
TXN-20240128-001241,39,132,49,3600,2024-01-28 15:58:19
TXN-20250507-001242,10,34,519,2881,2025-05-07 19:15:27
TXN-20240920-001243,24,82,735,722,2024-09-20 06:08:54
TXN-20250312-001244,14,46,648,593,2025-03-12 03:50:42
TXN-20240630-001245,5,17,712,499,2024-06-30 16:40:44
TXN-20250206-001246,19,65,771,3838,2025-02-06 18:19:30
TXN-20240423-001247,24,80,406,1077,2024-04-23 12:55:08
TXN-20240603-001248,49,166,78,3625,2024-06-03 08:42:58
TXN-20241204-001249,27,93,522,2429,2024-12-04 14:05:40
TXN-20241228-001250,54,183,618,2259,2024-12-28 21:57:21
TXN-20250609-001251,53,179,516,2279,2025-06-09 01:36:42
TXN-20240423-001252,48,163,29,691,2024-04-23 03:54:25
TXN-20250602-001253,24,80,264,2518,2025-06-02 22:03:45
TXN-20250719-001254,47,160,641,3073,2025-07-19 06:50:46
TXN-20250421-001255,38,129,234,3861,2025-04-21 19:55:29
TXN-20241110-001256,53,179,700,1569,2024-11-10 02:05:41
TXN-20240408-001257,21,72,605,3495,2024-04-08 10:20:59
TXN-20250824-001258,64,216,111,459,2025-08-24 22:21:45
TXN-20250723-001259,48,164,472,1288,2025-07-23 21:11:27
TXN-20250410-001260,48,163,468,1423,2025-04-10 07:10:21
TXN-20251004-001261,25,86,21,513,2025-10-04 08:15:10
TXN-20250526-001262,50,170,631,1211,2025-05-26 03:58:55
TXN-20250512-001263,45,151,115,3291,2025-05-12 11:30:27
TXN-20250921-001264,13,44,428,1775,2025-09-21 15:07:16
TXN-20250226-001265,63,213,33,2313,2025-02-26 18:48:32
TXN-20250921-001266,56,191,762,2820,2025-09-21 16:20:17
TXN-20250925-001267,60,203,275,646,2025-09-25 19:46:15
TXN-20250317-001268,14,47,58,5,2025-03-17 23:17:53
TXN-20240604-001269,52,177,365,615,2024-06-04 04:35:14
TXN-20240527-001270,1,2,510,3873,2024-05-27 00:02:47
TXN-20250917-001271,4,12,649,2003,2025-09-17 14:07:08
TXN-20251214-001272,31,104,88,1596,2025-12-14 12:29:13
TXN-20240605-001273,53,180,344,3120,2024-06-05 01:24:09
TXN-20241028-001274,63,215,134,3658,2024-10-28 19:17:04
TXN-20241018-001275,39,132,507,1277,2024-10-18 04:06:38
TXN-20240111-001276,31,105,143,1530,2024-01-11 04:10:12
TXN-20240318-001277,5,18,533,2699,2024-03-18 04:10:06
TXN-20240905-001278,24,80,660,3859,2024-09-05 00:21:25
TXN-20250717-001279,62,210,271,321,2025-07-17 15:57:56
TXN-20240927-001280,46,156,178,743,2024-09-27 21:18:39
TXN-20240630-001281,11,38,745,2579,2024-06-30 04:39:31
TXN-20250728-001282,50,169,255,3067,2025-07-28 06:07:02
TXN-20240303-001283,36,122,560,3015,2024-03-03 12:31:37
TXN-20250609-001284,53,179,651,3850,2025-06-09 00:04:35
TXN-20240816-001285,46,158,137,3059,2024-08-16 15:41:06
TXN-20240925-001286,21,72,141,2867,2024-09-25 15:40:21
TXN-20250515-001287,56,192,48,1569,2025-05-15 03:21:44
TXN-20240409-001288,5,16,549,664,2024-04-09 00:36:09
TXN-20240910-001289,33,111,794,1350,2024-09-10 03:17:27
TXN-20240211-001290,58,198,225,862,2024-02-11 11:01:08
TXN-20250510-001291,3,8,75,3037,2025-05-10 16:42:28
TXN-20241111-001292,9,30,751,1322,2024-11-11 02:28:46
TXN-20240816-001293,33,112,146,2749,2024-08-16 07:28:13
TXN-20250912-001294,9,29,751,2151,2025-09-12 05:32:33
TXN-20240112-001295,56,191,458,2860,2024-01-12 20:21:24
TXN-20240713-001296,56,192,192,1510,2024-07-13 04:42:38
TXN-20250914-001297,16,55,123,468,2025-09-14 18:56:25
TXN-20250921-001298,50,170,129,2922,2025-09-21 00:41:16
TXN-20250124-001299,24,81,735,103,2025-01-24 15:30:06
TXN-20241002-001300,38,129,195,662,2024-10-02 14:53:42
TXN-20251031-001301,46,156,243,2186,2025-10-31 20:32:17
TXN-20240706-001302,35,118,182,1003,2024-07-06 10:02:37
TXN-20240224-001303,61,208,291,3114,2024-02-24 11:12:52
TXN-20251001-001304,15,51,167,2967,2025-10-01 15:29:27
TXN-20250904-001305,35,119,480,3832,2025-09-04 14:36:57
TXN-20240614-001306,39,132,523,888,2024-06-14 18:45:28
TXN-20240713-001307,63,213,33,2666,2024-07-13 20:40:12
TXN-20240506-001308,26,89,488,2733,2024-05-06 14:51:16
TXN-20241113-001309,5,17,229,2098,2024-11-13 01:41:23
TXN-20241027-001310,39,134,624,3406,2024-10-27 02:19:42
TXN-20251110-001311,29,97,564,1670,2025-11-10 00:10:41
TXN-20250409-001312,42,141,4,636,2025-04-09 03:07:36
TXN-20250414-001313,28,94,360,1047,2025-04-14 20:59:48
TXN-20240729-001314,42,142,315,3439,2024-07-29 17:21:41
TXN-20251029-001315,52,176,563,1166,2025-10-29 06:25:46
TXN-20250824-001316,1,1,118,558,2025-08-24 12:31:23
TXN-20241222-001317,38,128,195,1583,2024-12-22 15:08:59
TXN-20240902-001318,33,111,345,3935,2024-09-02 11:41:36
TXN-20250917-001319,52,178,44,231,2025-09-17 17:43:46
TXN-20250112-001320,29,98,667,403,2025-01-12 03:41:08
TXN-20250719-001321,52,177,710,32,2025-07-19 09:06:10
TXN-20250314-001322,60,206,550,1510,2025-03-14 02:25:15
TXN-20241231-001323,38,128,471,367,2024-12-31 00:55:58
TXN-20240815-001324,24,80,660,1232,2024-08-15 09:18:43
TXN-20251116-001325,61,207,330,453,2025-11-16 08:43:05
TXN-20251130-001326,47,159,666,3552,2025-11-30 13:14:04
TXN-20250519-001327,7,24,417,2243,2025-05-19 04:37:46
TXN-20240911-001328,7,25,777,787,2024-09-11 18:05:27
TXN-20250617-001329,55,187,334,1392,2025-06-17 10:29:46
TXN-20250529-001330,6,20,728,1684,2025-05-29 02:14:25
TXN-20240925-001331,24,83,406,1486,2024-09-25 23:06:00
TXN-20240818-001332,55,187,246,2228,2024-08-18 10:53:29
TXN-20251005-001333,39,134,657,169,2025-10-05 22:49:12
TXN-20250301-001334,26,88,634,510,2025-03-01 13:41:16
TXN-20251203-001335,28,94,672,638,2025-12-03 02:42:32
TXN-20250726-001336,58,199,380,3206,2025-07-26 21:53:45
TXN-20240331-001337,39,132,299,3843,2024-03-31 15:47:05
TXN-20241002-001338,38,128,50,3461,2024-10-02 01:58:58
TXN-20240807-001339,37,125,449,3342,2024-08-07 17:44:11
TXN-20240119-001340,37,127,220,3545,2024-01-19 01:17:03
TXN-20240822-001341,52,175,197,2012,2024-08-22 18:28:38
TXN-20240612-001342,60,206,275,1233,2024-06-12 14:03:39
TXN-20250206-001343,6,19,269,2639,2025-02-06 10:01:54
TXN-20250821-001344,28,94,348,2001,2025-08-21 02:33:18
TXN-20240801-001345,53,181,616,918,2024-08-01 18:04:58
TXN-20240630-001346,4,12,169,1028,2024-06-30 00:48:27
TXN-20250528-001347,13,43,741,1273,2025-05-28 10:27:02
TXN-20241021-001348,33,111,719,3038,2024-10-21 17:12:57
TXN-20240829-001349,10,34,518,3576,2024-08-29 19:20:13
TXN-20250617-001350,28,94,28,2472,2025-06-17 17:21:08
TXN-20250523-001351,22,75,521,639,2025-05-23 02:09:58
TXN-20240920-001352,38,131,195,1970,2024-09-20 20:43:35
TXN-20251002-001353,17,57,37,3539,2025-10-02 19:20:17
TXN-20250728-001354,10,34,36,1744,2025-07-28 19:10:46
TXN-20240927-001355,43,145,91,1322,2024-09-27 20:56:55
TXN-20240611-001356,12,42,205,3403,2024-06-11 10:07:43
TXN-20241009-001357,29,98,498,1795,2024-10-09 12:30:00
TXN-20240402-001358,51,173,542,2174,2024-04-02 13:31:41
TXN-20240809-001359,50,170,130,314,2024-08-09 15:48:27
TXN-20251122-001360,62,210,298,3341,2025-11-22 04:34:11
TXN-20241207-001361,13,45,156,3203,2024-12-07 09:45:38
TXN-20251213-001362,55,188,535,2360,2025-12-13 02:54:14
TXN-20250821-001363,43,147,198,2843,2025-08-21 04:22:59
TXN-20250713-001364,56,191,491,3327,2025-07-13 19:28:38
TXN-20240302-001365,47,160,612,1225,2024-03-02 02:24:09
TXN-20241005-001366,63,215,289,818,2024-10-05 18:37:00
TXN-20240707-001367,26,89,391,3950,2024-07-07 14:00:59
TXN-20240621-001368,45,151,552,598,2024-06-21 09:51:48
TXN-20250730-001369,24,83,114,3705,2025-07-30 05:50:33
TXN-20250331-001370,47,159,215,2932,2025-03-31 04:42:42
TXN-20240117-001371,2,6,760,877,2024-01-17 08:45:23
TXN-20250328-001372,18,62,587,504,2025-03-28 01:52:42
TXN-20240805-001373,11,39,25,1758,2024-08-05 16:27:22
TXN-20250728-001374,57,196,35,3142,2025-07-28 16:01:55
TXN-20240509-001375,32,108,38,3783,2024-05-09 22:35:47
TXN-20250523-001376,44,150,356,603,2025-05-23 00:52:19
TXN-20250708-001377,59,200,433,3371,2025-07-08 20:03:04
TXN-20250721-001378,46,158,482,1511,2025-07-21 03:31:29
TXN-20241208-001379,52,177,365,3346,2024-12-08 00:18:10
TXN-20240327-001380,39,132,611,1784,2024-03-27 05:27:57
TXN-20250721-001381,35,120,149,3416,2025-07-21 03:49:34
TXN-20251026-001382,13,43,595,2501,2025-10-26 05:56:03
TXN-20241115-001383,7,25,417,285,2024-11-15 02:28:01
TXN-20250809-001384,50,170,130,3889,2025-08-09 14:20:18
TXN-20240218-001385,63,213,216,3746,2024-02-18 11:14:21
TXN-20240723-001386,10,36,662,1954,2024-07-23 10:15:06
TXN-20241115-001387,56,192,458,3365,2024-11-15 21:45:19
TXN-20250418-001388,29,99,398,709,2025-04-18 04:10:11
TXN-20240129-001389,13,44,530,204,2024-01-29 10:12:02
TXN-20240215-001390,6,19,206,2999,2024-02-15 14:02:29
TXN-20241014-001391,52,178,689,1715,2024-10-14 13:47:15
TXN-20241104-001392,36,121,432,681,2024-11-04 05:09:47
TXN-20240407-001393,18,60,495,1635,2024-04-07 00:28:49
TXN-20250529-001394,6,19,579,3453,2025-05-29 03:38:58
TXN-20240203-001395,27,93,625,3080,2024-02-03 01:19:26
TXN-20241005-001396,43,144,162,1325,2024-10-05 13:33:32
TXN-20240214-001397,39,132,203,2820,2024-02-14 20:25:23
TXN-20250810-001398,13,44,539,3730,2025-08-10 12:59:24
TXN-20250426-001399,16,52,110,2646,2025-04-26 00:00:37
TXN-20251213-001400,10,35,463,3995,2025-12-13 22:39:29
TXN-20250712-001401,54,184,81,1277,2025-07-12 04:23:34
TXN-20240728-001402,33,112,112,3543,2024-07-28 13:11:56
TXN-20240317-001403,16,53,776,3531,2024-03-17 06:43:23
TXN-20240820-001404,49,166,85,1371,2024-08-20 21:34:16
TXN-20250720-001405,17,56,274,2944,2025-07-20 10:01:14
TXN-20240829-001406,26,89,386,1514,2024-08-29 07:41:11
TXN-20240901-001407,42,142,467,3023,2024-09-01 18:25:57
TXN-20240729-001408,44,148,746,3326,2024-07-29 01:31:33
TXN-20250908-001409,25,84,125,3099,2025-09-08 14:43:24
TXN-20251228-001410,11,38,104,3473,2025-12-28 13:03:20
TXN-20250126-001411,54,184,618,2560,2025-01-26 00:30:00
TXN-20250526-001412,11,37,104,1382,2025-05-26 19:01:27
TXN-20240528-001413,50,169,604,2867,2024-05-28 15:22:28
TXN-20240919-001414,61,208,343,3238,2024-09-19 13:06:12
TXN-20250903-001415,50,170,252,1945,2025-09-03 21:44:26
TXN-20240820-001416,16,54,110,3394,2024-08-20 14:32:12
TXN-20251214-001417,15,50,233,3193,2025-12-14 00:04:12
TXN-20250328-001418,34,116,454,3903,2025-03-28 04:16:08
TXN-20250330-001419,62,211,504,3322,2025-03-30 13:37:30
TXN-20250120-001420,16,53,442,93,2025-01-20 18:33:08
TXN-20251129-001421,57,195,53,2550,2025-11-29 15:44:55
TXN-20240622-001422,9,31,653,642,2024-06-22 21:51:18
TXN-20240519-001423,41,139,609,1167,2024-05-19 05:44:36
TXN-20251029-001424,52,178,563,1018,2025-10-29 13:19:40
TXN-20250316-001425,46,157,280,3256,2025-03-16 06:52:42
TXN-20250309-001426,17,56,274,2830,2025-03-09 23:07:50
TXN-20250612-001427,28,95,338,997,2025-06-12 15:33:48
TXN-20251003-001428,43,145,65,2177,2025-10-03 20:05:09
TXN-20250303-001429,58,197,380,1117,2025-03-03 02:06:35
TXN-20240829-001430,23,79,724,115,2024-08-29 13:34:52
TXN-20240121-001431,57,195,209,62,2024-01-21 21:59:04
TXN-20241021-001432,23,79,508,937,2024-10-21 15:13:10
TXN-20250325-001433,34,114,454,3882,2025-03-25 20:23:38
TXN-20250927-001434,15,49,167,2612,2025-09-27 11:46:13
TXN-20250127-001435,62,210,307,2000,2025-01-27 13:56:58
TXN-20240701-001436,13,43,793,939,2024-07-01 20:05:08
TXN-20250410-001437,25,85,125,415,2025-04-10 06:55:23
TXN-20240416-001438,11,38,526,3374,2024-04-16 05:02:11
TXN-20240728-001439,23,78,453,2199,2024-07-28 23:39:59
TXN-20240703-001440,55,188,334,425,2024-07-03 23:00:55
TXN-20250529-001441,40,136,770,3513,2025-05-29 09:32:51
TXN-20241203-001442,15,50,167,3376,2024-12-03 01:09:04
TXN-20250624-001443,13,45,447,1937,2025-06-24 02:00:12
TXN-20241119-001444,35,119,188,1046,2024-11-19 08:23:06
TXN-20251203-001445,1,3,614,2976,2025-12-03 04:48:02
TXN-20240101-001446,23,79,2,3482,2024-01-01 00:15:01
TXN-20250816-001447,48,163,543,3232,2025-08-16 06:54:51
TXN-20250519-001448,10,33,662,3815,2025-05-19 07:18:41
TXN-20250427-001449,6,19,688,3922,2025-04-27 16:25:53
TXN-20241204-001450,41,140,288,854,2024-12-04 19:47:56
TXN-20240820-001451,34,117,636,551,2024-08-20 21:23:43
TXN-20251129-001452,7,25,569,3504,2025-11-29 01:10:10
TXN-20250424-001453,29,99,607,3724,2025-04-24 14:47:33
TXN-20240510-001454,61,207,555,3438,2024-05-10 07:37:12
TXN-20240822-001455,50,171,252,1957,2024-08-22 09:39:08
TXN-20240104-001456,38,130,234,3375,2024-01-04 22:57:18
TXN-20250504-001457,36,122,420,389,2025-05-04 22:01:38
TXN-20240621-001458,2,6,460,1699,2024-06-21 09:24:03
TXN-20251106-001459,52,176,99,1740,2025-11-06 14:04:30
TXN-20240515-001460,57,195,131,479,2024-05-15 01:25:26
TXN-20240107-001461,42,142,470,3789,2024-01-07 04:47:51
TXN-20250728-001462,43,145,63,3939,2025-07-28 16:11:24
TXN-20250722-001463,5,16,712,1523,2025-07-22 11:44:45
TXN-20241123-001464,57,193,600,3912,2024-11-23 05:09:41
TXN-20250323-001465,61,207,13,278,2025-03-23 09:17:39
TXN-20240206-001466,12,40,89,3454,2024-02-06 11:03:26
TXN-20240323-001467,31,104,88,2280,2024-03-23 19:37:30
TXN-20251203-001468,9,29,693,3969,2025-12-03 02:22:10
TXN-20240118-001469,50,169,451,1461,2024-01-18 02:47:53
TXN-20251107-001470,44,148,356,681,2025-11-07 14:05:50
TXN-20250601-001471,31,105,475,3814,2025-06-01 21:27:31
TXN-20250827-001472,38,128,50,2254,2025-08-27 11:12:53
TXN-20241102-001473,64,217,352,2394,2024-11-02 02:53:55
TXN-20250928-001474,18,62,562,1190,2025-09-28 09:18:25
TXN-20240421-001475,41,140,572,1767,2024-04-21 08:33:47
TXN-20240730-001476,32,109,84,3859,2024-07-30 15:18:26
TXN-20240416-001477,20,67,100,314,2024-04-16 18:48:26
TXN-20251026-001478,9,30,751,3300,2025-10-26 22:01:01
TXN-20250731-001479,21,70,319,2302,2025-07-31 14:49:08
TXN-20250728-001480,32,109,687,2941,2025-07-28 00:18:16
TXN-20241013-001481,64,218,111,731,2024-10-13 10:19:46
TXN-20250428-001482,4,13,553,3165,2025-04-28 01:03:57
TXN-20251120-001483,27,93,163,2652,2025-11-20 22:05:34
TXN-20241214-001484,35,120,188,3636,2024-12-14 10:05:35
TXN-20250331-001485,28,95,322,2796,2025-03-31 02:07:09
TXN-20250822-001486,48,164,353,3828,2025-08-22 02:08:07
TXN-20250121-001487,44,150,746,48,2025-01-21 12:46:14
TXN-20241021-001488,35,120,748,3326,2024-10-21 19:26:08
TXN-20250320-001489,56,192,192,3260,2025-03-20 21:47:14
TXN-20250309-001490,5,17,630,1127,2025-03-09 15:55:55
TXN-20241024-001491,26,87,386,3341,2024-10-24 08:16:38
TXN-20240507-001492,3,9,496,3664,2024-05-07 01:46:08
TXN-20240326-001493,49,166,102,853,2024-03-26 01:40:27
TXN-20240119-001494,5,17,493,551,2024-01-19 03:11:35
TXN-20241106-001495,61,207,532,930,2024-11-06 01:40:56
TXN-20240317-001496,57,195,53,2252,2024-03-17 18:19:00
TXN-20240812-001497,18,63,571,2862,2024-08-12 09:50:01
TXN-20240824-001498,26,88,391,1936,2024-08-24 16:59:23
TXN-20251205-001499,59,202,287,508,2025-12-05 23:41:07
TXN-20240812-001500,46,157,178,3403,2024-08-12 15:58:52
TXN-20240809-001501,44,150,746,344,2024-08-09 14:22:27
TXN-20241213-001502,59,201,459,3103,2024-12-13 09:28:03
TXN-20240105-001503,43,147,387,2909,2024-01-05 02:30:54
TXN-20240202-001504,25,85,765,2928,2024-02-02 17:58:57
TXN-20240114-001505,32,110,59,3604,2024-01-14 03:56:12
TXN-20240716-001506,42,142,497,3626,2024-07-16 06:28:56
TXN-20250617-001507,49,168,557,2140,2025-06-17 10:29:01
TXN-20240814-001508,20,67,265,3269,2024-08-14 16:29:04
TXN-20240202-001509,21,72,547,3387,2024-02-02 20:49:01
TXN-20250511-001510,14,46,200,49,2025-05-11 04:59:35
TXN-20250522-001511,23,77,309,1103,2025-05-22 23:44:09
TXN-20240118-001512,25,85,646,3590,2024-01-18 02:10:07
TXN-20250325-001513,47,160,318,162,2025-03-25 22:50:21
TXN-20250127-001514,16,53,24,2573,2025-01-27 03:40:40
TXN-20240711-001515,8,27,19,2371,2024-07-11 14:50:18
TXN-20251117-001516,22,75,136,919,2025-11-17 06:00:35
TXN-20240503-001517,18,62,587,3662,2024-05-03 10:18:29
TXN-20250505-001518,12,40,346,2502,2025-05-05 18:17:31
TXN-20240904-001519,60,203,674,1666,2024-09-04 00:47:04
TXN-20250727-001520,15,49,155,2762,2025-07-27 18:59:55
TXN-20240131-001521,49,166,528,2563,2024-01-31 22:55:45
TXN-20250111-001522,64,216,418,3141,2025-01-11 05:16:56
TXN-20240314-001523,60,203,637,1822,2024-03-14 05:10:57
TXN-20240725-001524,58,197,323,3268,2024-07-25 09:01:55
TXN-20240428-001525,61,209,532,3390,2024-04-28 20:54:42
TXN-20240404-001526,2,5,642,3074,2024-04-04 15:36:13
TXN-20251022-001527,53,179,494,1362,2025-10-22 22:12:13
TXN-20250213-001528,62,210,271,698,2025-02-13 20:30:45
TXN-20250606-001529,54,185,270,2069,2025-06-06 23:43:51
TXN-20250921-001530,47,160,285,1385,2025-09-21 19:03:48
TXN-20250922-001531,46,158,243,3008,2025-09-22 13:16:28
TXN-20241030-001532,45,151,335,3587,2024-10-30 23:10:21
TXN-20251214-001533,10,33,718,1855,2025-12-14 20:45:53
TXN-20241011-001534,53,180,116,3491,2024-10-11 22:23:45
TXN-20250731-001535,9,29,653,2949,2025-07-31 05:51:17
TXN-20250120-001536,14,46,487,3658,2025-01-20 13:26:30
TXN-20241029-001537,6,19,594,1624,2024-10-29 00:27:44
TXN-20240529-001538,57,194,209,2536,2024-05-29 18:21:57
TXN-20250107-001539,51,172,537,3770,2025-01-07 15:09:08
TXN-20250222-001540,11,37,208,2337,2025-02-22 16:43:58
TXN-20240709-001541,41,138,342,1703,2024-07-09 19:10:50
TXN-20240227-001542,29,99,259,1699,2024-02-27 04:12:54
TXN-20241208-001543,6,20,286,1159,2024-12-08 01:19:49
TXN-20240421-001544,8,28,573,1609,2024-04-21 18:36:50
TXN-20250119-001545,55,186,71,3490,2025-01-19 07:22:48
TXN-20250304-001546,50,171,466,1783,2025-03-04 16:38:26
TXN-20250227-001547,64,216,790,800,2025-02-27 13:35:50
TXN-20251231-001548,21,70,605,451,2025-12-31 04:37:49
TXN-20250621-001549,24,83,98,1234,2025-06-21 23:10:04
TXN-20251015-001550,10,34,36,2128,2025-10-15 00:36:57
TXN-20240911-001551,62,210,517,792,2024-09-11 23:34:12
TXN-20240717-001552,12,40,89,3451,2024-07-17 00:29:23
TXN-20240724-001553,13,43,156,1628,2024-07-24 11:56:15
TXN-20251030-001554,3,8,361,3462,2025-10-30 17:25:14
TXN-20240926-001555,30,102,761,1153,2024-09-26 09:47:03
TXN-20240317-001556,16,54,123,1622,2024-03-17 10:05:39
TXN-20250324-001557,11,38,104,3403,2025-03-24 22:28:31
TXN-20250403-001558,51,174,623,1366,2025-04-03 01:26:36
TXN-20240901-001559,42,142,148,507,2024-09-01 09:32:05
TXN-20240103-001560,9,30,751,1741,2024-01-03 13:49:53
TXN-20251122-001561,42,141,791,489,2025-11-22 01:49:27
TXN-20240821-001562,56,191,244,1081,2024-08-21 23:27:38
TXN-20251214-001563,53,179,116,3074,2025-12-14 02:52:00
TXN-20250224-001564,30,100,678,354,2025-02-24 21:39:01
TXN-20250317-001565,43,144,65,2701,2025-03-17 19:07:45
TXN-20240927-001566,25,86,765,3997,2024-09-27 14:04:47
TXN-20240115-001567,4,15,169,1933,2024-01-15 08:44:25
TXN-20250725-001568,44,149,356,671,2025-07-25 08:56:48
TXN-20250411-001569,6,20,476,2811,2025-04-11 21:29:52
TXN-20240822-001570,48,164,331,2350,2024-08-22 21:28:44
TXN-20241209-001571,31,107,475,3999,2024-12-09 10:37:11
TXN-20250529-001572,11,39,208,2030,2025-05-29 01:28:57
TXN-20240925-001573,22,75,439,764,2024-09-25 21:07:46
TXN-20251028-001574,42,143,148,397,2025-10-28 18:26:53
TXN-20250525-001575,36,121,560,1321,2025-05-25 02:16:36
TXN-20240701-001576,25,84,314,3705,2024-07-01 10:04:11
TXN-20250305-001577,43,147,474,1572,2025-03-05 14:14:20
TXN-20250315-001578,22,75,416,2301,2025-03-15 02:59:12
TXN-20250904-001579,13,45,566,272,2025-09-04 21:38:20
TXN-20250117-001580,29,98,108,114,2025-01-17 21:33:42
TXN-20240706-001581,32,108,643,3223,2024-07-06 04:41:34
TXN-20240307-001582,50,171,632,3856,2024-03-07 18:19:58
TXN-20250922-001583,26,87,694,1294,2025-09-22 07:13:19
TXN-20241001-001584,30,102,798,2803,2024-10-01 01:20:05
TXN-20240303-001585,28,95,546,1251,2024-03-03 18:32:05
TXN-20240820-001586,44,149,746,1294,2024-08-20 18:57:33
TXN-20240726-001587,12,40,567,3637,2024-07-26 17:46:58
TXN-20240529-001588,40,136,753,3146,2024-05-29 00:52:12
TXN-20251229-001589,55,188,535,1131,2025-12-29 19:19:30
TXN-20250312-001590,7,25,337,1172,2025-03-12 13:33:59
TXN-20250916-001591,60,206,312,3434,2025-09-16 05:41:18
TXN-20240309-001592,57,193,294,193,2024-03-09 01:51:34
TXN-20240729-001593,58,199,317,2818,2024-07-29 16:42:33
TXN-20251205-001594,45,154,425,438,2025-12-05 02:16:42
TXN-20240228-001595,27,93,522,1095,2024-02-28 18:19:49
TXN-20251102-001596,9,31,9,1779,2025-11-02 11:57:39
TXN-20250415-001597,11,37,54,3237,2025-04-15 23:03:39
TXN-20241008-001598,18,61,223,2965,2024-10-08 17:10:27
