Line_ID,Transaction_ID,Product_ID,Promotion_ID,Quantity,Unit_Price
3986,TXN-20240529-001588,96,80,3,42.33
3987,TXN-20251229-001589,168,16,4,36.57
3988,TXN-20251229-001589,13,108,3,124.94
3989,TXN-20251229-001589,523,10,4,45.73
3990,TXN-20250312-001590,68,40,2,151.65
3991,TXN-20250312-001590,416,23,2,69.12
3992,TXN-20250916-001591,39,39,4,91.41
3993,TXN-20250916-001591,267,107,3,92.53
3994,TXN-20250916-001591,431,19,4,112.42
3995,TXN-20240309-001592,384,119,3,151.15
3996,TXN-20240309-001592,362,107,2,69.59
3997,TXN-20240309-001592,542,94,2,28.55
3998,TXN-20240729-001593,106,4,4,79.61
3999,TXN-20251205-001594,484,57,1,54.04
4000,TXN-20251205-001594,337,70,1,20.95
4001,TXN-20251205-001594,123,72,4,52.18
4002,TXN-20240228-001595,70,39,3,132.24
4003,TXN-20240228-001595,412,,2,99.52
4004,TXN-20240228-001595,51,57,1,29.78
4005,TXN-20251102-001596,529,,3,160.28
4006,TXN-20251102-001596,57,112,2,103.67
4007,TXN-20251102-001596,5,107,4,55.12
4008,TXN-20251102-001596,65,21,3,20.05
4009,TXN-20250415-001597,223,59,4,134.21
4010,TXN-20250415-001597,199,49,4,12.46
4011,TXN-20241008-001598,96,,2,41.33
4012,TXN-20240511-001599,167,1,2,29.72
4013,TXN-20240511-001599,97,106,2,51.2
4014,TXN-20250526-001600,151,59,4,94.06
4015,TXN-20250526-001600,113,20,1,
4016,TXN-20250710-001601,71,113,2,10.4
4017,TXN-20250710-001601,517,26,2,140.92
4018,TXN-20250621-001602,543,82,2,74.8
4019,TXN-20250621-001602,128,87,4,131.74
4020,TXN-20250621-001602,222,95,2,16.42
4021,TXN-20250621-001602,504,11,2,85.93
4022,TXN-20240706-001603,95,55,2,158.17
4023,TXN-20240706-001603,51,31,3,35.86
4024,TXN-20241031-001604,197,9,2,130.96
4025,TXN-20241031-001604,207,74,4,12.68
4026,TXN-20240610-001605,121,,3,42.89
4027,TXN-20240610-001605,482,65,1,55.46
4028,TXN-20241230-001606,11,94,1,122.06
4029,TXN-20241230-001606,321,72,3,78.15
4030,TXN-20241230-001606,289,42,2,80.44
4031,TXN-20240731-001607,590,13,3,104.23
4032,TXN-20240731-001607,262,116,3,98.59
4033,TXN-20240731-001607,488,15,1,141.25
4034,TXN-20240731-001607,387,32,3,76.58
4035,TXN-20240217-001608,148,60,3,121.43
4036,TXN-20240217-001608,383,90,2,109.55
4037,TXN-20240217-001608,53,111,2,
4038,TXN-20251224-001609,446,21,3,109.41
4039,TXN-20251224-001609,506,45,3,118.14
4040,TXN-20240815-001610,130,,3,20.24
4041,TXN-20240815-001610,339,111,2,4.37
4042,TXN-20250511-001611,27,89,3,35.56
4043,TXN-20250511-001611,336,29,1,63.76
4044,TXN-20241204-001612,166,109,4,68.21
4045,TXN-20241204-001612,395,41,1,88.81
4046,TXN-20241204-001612,41,71,1,87.35
4047,TXN-20250926-001613,452,7,2,157.49
4048,TXN-20250926-001613,473,28,4,105.04
4049,TXN-20250328-001614,77,104,1,6.19
4050,TXN-20250328-001614,298,90,3,91.44
4051,TXN-20250328-001614,66,90,4,83.42
4052,TXN-20250616-001615,473,53,1,79.93
4053,TXN-20250616-001615,259,65,1,71.99
4054,TXN-20250719-001616,502,64,1,63.18
4055,TXN-20250719-001616,560,76,4,59.55
4056,TXN-20250719-001616,199,38,1,11.53
4057,TXN-20251027-001617,568,97,3,118.17
4058,TXN-20251027-001617,202,103,1,93.88
4059,TXN-20250221-001618,23,57,4,
4060,TXN-20250221-001618,177,5,2,76.21
4061,TXN-20240130-001619,182,91,4,75.01
4062,TXN-20240130-001619,524,34,1,36.48
4063,TXN-20240130-001619,158,39,1,23.68
4064,TXN-20240130-001619,110,50,2,37.3
4065,TXN-20240328-001620,596,62,2,44.46
4066,TXN-20240328-001620,202,48,4,99.97
4067,TXN-20241129-001621,336,,2,65.53
4068,TXN-20240419-001622,251,62,1,60.95
4069,TXN-20240419-001622,539,4,1,169.2
4070,TXN-20240419-001622,146,28,2,16.2
4071,TXN-20240419-001622,204,11,4,119.66
4072,TXN-20250329-001623,183,85,1,125.67
4073,TXN-20250329-001623,53,68,1,93.66
4074,TXN-20250417-001624,29,5,3,129.59
4075,TXN-20250417-001624,65,84,3,17.7
4076,TXN-20240614-001625,78,110,1,63.57
4077,TXN-20240705-001626,43,70,2,131.05
4078,TXN-20240705-001626,497,51,2,
4079,TXN-20240420-001627,283,10,3,
4080,TXN-20250528-001628,326,67,4,44.37
4081,TXN-20250528-001628,358,32,2,128.15
4082,TXN-20250528-001628,553,71,2,62.13
4083,TXN-20240821-001629,309,74,4,94.57
4084,TXN-20240821-001629,58,24,3,82.47
4085,TXN-20240821-001629,198,,3,80.5
4086,TXN-20241230-001630,387,75,3,74.79
4087,TXN-20241230-001630,378,4,3,106.45
4088,TXN-20250406-001631,24,41,4,109.61
4089,TXN-20240514-001632,400,31,1,160.12
4090,TXN-20250429-001633,358,62,2,120.32
4091,TXN-20250429-001633,148,101,1,108.48
4092,TXN-20250429-001633,479,54,1,67.25
4093,TXN-20250429-001633,575,112,4,150.58
4094,TXN-20250617-001634,478,90,3,80.97
4095,TXN-20250617-001634,450,7,3,67.85
4096,TXN-20250827-001635,173,48,4,137.31
4097,TXN-20250827-001635,222,118,3,14.25
4098,TXN-20240826-001636,312,38,1,60.32
4099,TXN-20240826-001636,185,55,2,18.54
4100,TXN-20250630-001637,422,45,1,44.16
4101,TXN-20250630-001637,24,8,1,87.86
4102,TXN-20250630-001637,120,111,2,110.67
4103,TXN-20250707-001638,473,25,2,93.89
4104,TXN-20250707-001638,60,52,1,30.37
4105,TXN-20250707-001638,484,65,2,58.95
4106,TXN-20251018-001639,192,93,3,52.81
4107,TXN-20251018-001639,279,80,4,84.08
4108,TXN-20251018-001639,405,112,1,78.84
4109,TXN-20251018-001639,2,,4,60.09
4110,TXN-20240609-001640,467,66,2,86.9
4111,TXN-20240609-001640,270,,1,102.25
4112,TXN-20240609-001640,270,17,1,106.39
4113,TXN-20251126-001641,140,67,2,105.5
4114,TXN-20251126-001641,451,103,2,118.45
4115,TXN-20240718-001642,165,103,3,86.74
4116,TXN-20240921-001643,326,5,1,45.91
4117,TXN-20240921-001643,255,91,4,69.98
4118,TXN-20241218-001644,224,118,4,65.46
4119,TXN-20241218-001644,32,66,1,140.58
4120,TXN-20250704-001645,84,86,2,112.65
4121,TXN-20250704-001645,111,46,3,148.99
4122,TXN-20250704-001645,178,113,1,52.76
4123,TXN-20251230-001646,474,59,1,152.81
4124,TXN-20251230-001646,444,,4,112.17
4125,TXN-20250422-001647,528,77,4,29.51
4126,TXN-20250422-001647,597,13,3,157.36
4127,TXN-20240420-001648,572,60,1,154.98
4128,TXN-20250414-001649,61,47,2,65.58
4129,TXN-20250414-001649,436,47,1,124.2
4130,TXN-20250414-001649,370,60,1,139.93
4131,TXN-20250414-001649,246,120,4,136.71
4132,TXN-20251220-001650,364,109,3,32.36
4133,TXN-20250810-001651,491,109,2,16.91
4134,TXN-20250810-001651,430,95,3,92.59
4135,TXN-20250810-001651,561,79,2,32.78
4136,TXN-20240303-001652,535,103,3,90.68
4137,TXN-20240303-001652,321,53,1,71.48
4138,TXN-20240303-001652,464,101,1,81.97
4139,TXN-20240303-001652,448,26,4,122.26
4140,TXN-20240718-001653,435,,,84.94
4141,TXN-20251202-001654,297,8,2,117.13
4142,TXN-20251202-001654,126,98,2,63.99
4143,TXN-20240519-001655,456,73,4,82.68
4144,TXN-20240519-001655,225,58,3,98.03
4145,TXN-20240214-001656,23,41,4,78.13
4146,TXN-20240214-001656,203,111,1,96.49
4147,TXN-20240522-001657,185,,4,16.69
4148,TXN-20240522-001657,413,102,3,148.44
4149,TXN-20250708-001658,189,22,1,61.33
4150,TXN-20250407-001659,372,4,4,47.21
4151,TXN-20250407-001659,164,33,1,109.71
4152,TXN-20241104-001660,486,26,2,128.97
4153,TXN-20241104-001660,67,120,1,
4154,TXN-20251219-001661,514,50,2,159.41
4155,TXN-20251219-001661,498,,2,125.83
4156,TXN-20240808-001662,233,61,2,71.48
4157,TXN-20250727-001663,493,19,3,42.22
4158,TXN-20250727-001663,174,9,3,98.22
4159,TXN-20250321-001664,162,,4,89.85
4160,TXN-20250321-001664,267,17,1,92.59
4161,TXN-20250512-001665,600,18,3,15.11
4162,TXN-20250512-001665,575,22,2,138.68
4163,TXN-20240112-001666,381,87,3,83.36
4164,TXN-20240112-001666,278,16,4,119.23
4165,TXN-20240331-001667,550,66,1,53.28
4166,TXN-20240331-001667,186,74,3,81.59
4167,TXN-20240331-001667,486,56,4,140.15
4168,TXN-20250930-001668,228,84,1,16.36
4169,TXN-20250930-001668,349,62,1,60.02
4170,TXN-20250930-001668,308,77,1,22.9
4171,TXN-20250303-001669,119,61,1,147.6
4172,TXN-20250303-001669,5,46,2,
4173,TXN-20250303-001669,463,49,1,80.42
4174,TXN-20250706-001670,524,83,1,34.79
4175,TXN-20250706-001670,406,,2,120.62
4176,TXN-20250116-001671,141,26,4,67.42
4177,TXN-20250116-001671,315,44,1,99.12
4178,TXN-20250116-001671,293,73,3,17.67
4179,TXN-20240623-001672,9,41,1,123.55
4180,TXN-20240831-001673,118,117,3,34.15
4181,TXN-20240831-001673,484,102,4,46.67
4182,TXN-20250617-001674,139,16,2,110.71
4183,TXN-20250617-001674,128,59,2,142.55
4184,TXN-20250617-001674,127,117,1,99.71
4185,TXN-20240216-001675,259,44,2,70.19
4186,TXN-20240216-001675,169,117,3,
4187,TXN-20240216-001675,230,117,4,42.16
4188,TXN-20240521-001676,150,17,3,8.83
4189,TXN-20240521-001676,142,31,2,57.73
4190,TXN-20240910-001677,313,43,2,4.52
4191,TXN-20240910-001677,46,14,2,60.53
4192,TXN-20250525-001678,363,29,2,77.22
4193,TXN-20250525-001678,74,74,4,77.35
4194,TXN-20250525-001678,520,60,1,18.33
4195,TXN-20250525-001678,86,111,2,95.81
4196,TXN-20240623-001679,232,58,3,69.23
4197,TXN-20240623-001679,380,84,2,66.31
4198,TXN-20250926-001680,269,100,1,23.17
4199,TXN-20250926-001680,181,51,2,139.81
4200,TXN-20250926-001680,547,30,3,107.67
4201,TXN-20250831-001681,314,71,2,90.69
4202,TXN-20250831-001681,475,49,2,132.2
4203,TXN-20240916-001682,497,83,3,76
4204,TXN-20240916-001682,459,38,2,156.19
4205,TXN-20240319-001683,399,13,3,70.03
4206,TXN-20240319-001683,431,43,3,123.19
4207,TXN-20240319-001683,388,102,4,116.27
4208,TXN-20240319-001683,454,8,1,7.78
4209,TXN-20251023-001684,229,23,2,107.6
4210,TXN-20251023-001684,238,93,3,23.63
4211,TXN-20251023-001684,381,21,3,63.84
4212,TXN-20240226-001685,86,51,1,113.47
4213,TXN-20240226-001685,198,79,2,70.02
4214,TXN-20240226-001685,132,119,2,56.63
4215,TXN-20240509-001686,41,75,4,77.5
4216,TXN-20240509-001686,570,,4,87.2
4217,TXN-20241017-001687,418,90,2,75.65
4218,TXN-20241017-001687,522,49,4,92.86
4219,TXN-20241017-001687,575,74,1,138.43
4220,TXN-20241017-001687,583,118,3,118.23
4221,TXN-20250925-001688,213,99,2,132.1
4222,TXN-20250925-001688,583,51,2,104.08
4223,TXN-20250201-001689,513,82,4,69.57
4224,TXN-20250201-001689,129,5,1,34.45
4225,TXN-20250209-001690,207,83,2,10.29
4226,TXN-20250209-001690,402,79,1,168.85
4227,TXN-20250209-001690,572,108,4,137.63
4228,TXN-20250129-001691,259,72,4,71
4229,TXN-20250129-001691,151,94,2,85.17
4230,TXN-20250129-001691,384,50,4,154.53
4231,TXN-20240104-001692,204,,2,112.88
4232,TXN-20240104-001692,14,79,3,171.67
4233,TXN-20251211-001693,252,100,1,23.3
4234,TXN-20251211-001693,22,61,3,50.8
4235,TXN-20251211-001693,542,15,2,22.22
4236,TXN-20250529-001694,432,92,1,149.32
4237,TXN-20250529-001694,88,74,1,26.21
4238,TXN-20250726-001695,212,103,2,107.19
4239,TXN-20250726-001695,97,41,1,48.22
4240,TXN-20250726-001695,102,119,1,166.65
4241,TXN-20250730-001696,289,69,2,85.12
4242,TXN-20250730-001696,449,46,4,169.68
4243,TXN-20250730-001696,437,,2,68.19
4244,TXN-20240319-001697,286,22,2,15.51
4245,TXN-20240319-001697,393,25,3,104.41
4246,TXN-20240319-001697,169,108,4,107.06
4247,TXN-20251125-001698,388,99,2,95.03
4248,TXN-20250818-001699,266,114,2,14.35
4249,TXN-20250818-001699,294,,2,61.99
4250,TXN-20250818-001699,76,86,4,90.27
4251,TXN-20250818-001699,525,95,4,24.9
4252,TXN-20250511-001700,156,64,3,147.62
4253,TXN-20250511-001700,268,71,2,81.13
4254,TXN-20240804-001701,559,67,1,118.18
4255,TXN-20240804-001701,330,11,4,71.52
4256,TXN-20240804-001701,178,24,2,59.55
4257,TXN-20240807-001702,146,32,2,16.94
4258,TXN-20240807-001702,135,4,2,124.68
4259,TXN-20240807-001702,18,30,1,78.8
4260,TXN-20240807-001702,145,41,2,38.28
4261,TXN-20250324-001703,414,14,1,4.05
4262,TXN-20250324-001703,366,25,1,54.18
4263,TXN-20250708-001704,550,67,2,58.28
4264,TXN-20250708-001704,28,50,2,90.81
4265,TXN-20250613-001705,154,88,4,42.58
4266,TXN-20250613-001705,569,66,4,147.02
4267,TXN-20250613-001705,354,8,1,100.93
4268,TXN-20251231-001706,288,97,4,23.95
4269,TXN-20250822-001707,310,112,4,19.04
4270,TXN-20250822-001707,444,109,3,128.5
4271,TXN-20240612-001708,466,119,3,113.47
4272,TXN-20240612-001708,285,32,2,35.42
4273,TXN-20240612-001708,321,32,4,79.02
4274,TXN-20240624-001709,197,60,4,145.59
4275,TXN-20251121-001710,497,17,2,82.84
4276,TXN-20250110-001711,321,58,2,71.71
4277,TXN-20250110-001711,64,100,3,157.78
4278,TXN-20250110-001711,487,58,2,74.93
4279,TXN-20250110-001711,466,98,2,129.33
4280,TXN-20240209-001712,50,102,4,144.34
4281,TXN-20240209-001712,19,11,1,14.36
4282,TXN-20240703-001713,317,73,1,27.03
4283,TXN-20240703-001713,347,113,3,30.1
4284,TXN-20240703-001713,440,66,2,57.99
4285,TXN-20240313-001714,292,1,3,73.34
4286,TXN-20240313-001714,443,88,4,102.44
4287,TXN-20240313-001714,391,50,3,95.59
4288,TXN-20240305-001715,136,106,4,79.86
4289,TXN-20240305-001715,257,56,4,97.09
4290,TXN-20251027-001716,123,66,3,52.27
4291,TXN-20251027-001716,461,91,4,133.89
4292,TXN-20251027-001716,542,93,4,27.22
4293,TXN-20241215-001717,58,21,4,94.23
4294,TXN-20241215-001717,349,80,4,60.66
4295,TXN-20241215-001717,212,108,1,111.3
4296,TXN-20241215-001717,332,116,3,54.46
4297,TXN-20240217-001718,212,2,4,138.93
4298,TXN-20240217-001718,133,,1,134.17
4299,TXN-20250209-001719,45,101,2,92.65
4300,TXN-20250209-001719,453,86,4,117.4
4301,TXN-20250209-001719,15,77,3,148.8
4302,TXN-20241209-001720,67,19,3,153.49
4303,TXN-20241209-001720,281,72,3,35.58
4304,TXN-20241209-001720,70,74,4,117.35
4305,TXN-20250916-001721,427,36,2,66.9
4306,TXN-20250916-001721,345,33,3,104.68
4307,TXN-20250916-001721,110,76,3,43.76
4308,TXN-20250916-001721,45,,1,102.94
4309,TXN-20240114-001722,390,67,1,
4310,TXN-20240114-001722,224,109,1,68.55
4311,TXN-20240114-001722,203,32,2,83.18
4312,TXN-20241002-001723,396,99,3,73.23
4313,TXN-20241002-001723,384,69,1,147.75
4314,TXN-20241202-001724,420,114,1,34.39
4315,TXN-20241202-001724,112,33,3,118.04
4316,TXN-20241202-001724,19,70,4,14.57
4317,TXN-20251031-001725,30,88,4,92.57
4318,TXN-20251031-001725,556,51,1,120.18
4319,TXN-20251031-001725,64,84,4,125.51
4320,TXN-20251031-001725,544,28,2,12.68
4321,TXN-20240222-001726,402,95,3,133.86
4322,TXN-20240222-001726,19,9,1,12.56
4323,TXN-20251211-001727,456,83,1,97.7
4324,TXN-20251211-001727,571,5,4,81.43
4325,TXN-20240525-001728,138,69,3,55.85
4326,TXN-20240525-001728,356,42,1,93.53
4327,TXN-20251006-001729,112,14,3,109.96
4328,TXN-20251006-001729,539,44,3,150.48
4329,TXN-20240505-001730,541,110,1,122.01
4330,TXN-20240505-001730,553,29,1,67.75
4331,TXN-20250717-001731,138,12,4,64.73
4332,TXN-20250717-001731,96,10,4,37.77
4333,TXN-20250717-001731,109,18,2,33.11
4334,TXN-20250530-001732,201,87,4,47.44
4335,TXN-20251214-001733,227,49,3,37.91
4336,TXN-20250607-001734,132,79,1,73.92
4337,TXN-20250607-001734,242,16,3,120.96
4338,TXN-20250607-001734,224,34,1,83.47
4339,TXN-20250106-001735,596,106,4,48.25
4340,TXN-20250106-001735,9,88,3,138.46
4341,TXN-20240627-001736,37,69,3,160.37
4342,TXN-20240627-001736,351,85,3,36.73
4343,TXN-20251021-001737,578,84,2,44.05
4344,TXN-20251021-001737,535,,3,78.73
4345,TXN-20251021-001737,449,5,3,158.1
4346,TXN-20251021-001737,270,30,4,101.43
4347,TXN-20240107-001738,104,94,4,114.85
4348,TXN-20240107-001738,429,68,2,64.8
4349,TXN-20240427-001739,523,48,1,46.64
4350,TXN-20240427-001739,554,54,1,99.72
4351,TXN-20250811-001740,33,4,4,133.58
4352,TXN-20250811-001740,516,111,1,136.7
4353,TXN-20250811-001740,359,49,1,36.31
4354,TXN-20250811-001740,371,119,3,38.74
4355,TXN-20250321-001741,71,53,4,8.72
4356,TXN-20250917-001742,266,84,2,17.12
4357,TXN-20250917-001742,439,64,1,7.83
4358,TXN-20250917-001742,417,94,1,12.41
4359,TXN-20250917-001742,177,68,1,78.22
4360,TXN-20240126-001743,282,69,2,139.43
4361,TXN-20240126-001743,273,65,4,101.06
4362,TXN-20240126-001743,480,47,4,37.82
4363,TXN-20250116-001744,51,103,1,35.02
4364,TXN-20250329-001745,448,80,4,108.94
4365,TXN-20250329-001745,485,116,1,6.43
4366,TXN-20250329-001745,340,,4,46.3
4367,TXN-20250329-001745,196,24,3,122.88
4368,TXN-20250128-001746,236,57,4,60.77
4369,TXN-20250128-001746,175,97,3,41.98
4370,TXN-20250128-001746,30,39,4,120.99
4371,TXN-20250128-001746,225,10,1,81.09
4372,TXN-20240217-001747,111,70,2,141.85
4373,TXN-20240217-001747,540,99,2,114.73
4374,TXN-20240217-001747,280,82,4,58.51
4375,TXN-20241130-001748,477,70,1,10.57
4376,TXN-20251203-001749,595,72,2,102.32
4377,TXN-20251203-001749,369,79,4,117.79
4378,TXN-20251203-001749,310,87,3,17.36
4379,TXN-20240426-001750,178,87,2,58.93
4380,TXN-20240426-001750,49,51,1,126.62
4381,TXN-20251129-001751,37,83,1,139.64
4382,TXN-20251129-001751,552,95,1,126.49
4383,TXN-20250313-001752,66,86,3,93.38
4384,TXN-20250313-001752,311,94,4,39.53
4385,TXN-20240815-001753,45,105,2,119.66
4386,TXN-20240706-001754,73,118,3,45.47
4387,TXN-20240706-001754,65,39,2,23.42
4388,TXN-20240726-001755,582,27,3,34.4
4389,TXN-20240726-001755,10,87,1,94.01
4390,TXN-20240726-001755,342,48,4,82.47
4391,TXN-20240612-001756,174,87,2,113.2
4392,TXN-20240612-001756,153,104,3,59.61
4393,TXN-20250617-001757,75,119,2,51.9
4394,TXN-20250617-001757,595,51,3,93.09
4395,TXN-20250617-001757,108,8,3,32.02
4396,TXN-20250617-001757,49,80,2,152.33
4397,TXN-20241112-001758,58,33,1,100.44
4398,TXN-20241112-001758,42,56,1,101.58
4399,TXN-20241112-001758,267,113,1,84.27
4400,TXN-20250113-001759,437,97,4,66.61
4401,TXN-20250228-001760,229,77,3,105.67
4402,TXN-20250228-001760,571,13,4,77
4403,TXN-20250228-001760,484,44,3,57.82
4404,TXN-20250228-001760,452,83,2,173.34
4405,TXN-20250512-001761,600,95,2,16.08
4406,TXN-20250512-001761,29,60,1,121.61
4407,TXN-20250629-001762,309,114,3,95.8
4408,TXN-20250629-001762,397,41,2,137.12
4409,TXN-20250629-001762,526,6,4,87.21
4410,TXN-20250629-001762,88,88,2,24.08
4411,TXN-20250426-001763,298,10,3,92.72
4412,TXN-20250426-001763,211,9,2,33.15
4413,TXN-20250306-001764,242,,2,138.51
4414,TXN-20250306-001764,299,61,4,122.47
4415,TXN-20251118-001765,35,99,4,97.05
4416,TXN-20251118-001765,542,8,1,26.93
4417,TXN-20251118-001765,527,72,4,153.33
4418,TXN-20251118-001765,495,57,1,161.99
4419,TXN-20241122-001766,109,111,1,35.77
4420,TXN-20241122-001766,167,,4,29.14
4421,TXN-20240901-001767,59,94,4,61.66
4422,TXN-20240625-001768,98,114,4,106.36
4423,TXN-20240625-001768,82,22,1,28.83
4424,TXN-20240625-001768,27,48,4,37.8
4425,TXN-20240422-001769,442,43,4,52.81
4426,TXN-20240422-001769,178,7,4,51.18
4427,TXN-20250712-001770,373,51,4,115.4
4428,TXN-20250712-001770,221,111,2,12.28
4429,TXN-20251114-001771,363,97,1,
4430,TXN-20250216-001772,112,101,4,120.2
4431,TXN-20250216-001772,259,28,2,66.46
4432,TXN-20250228-001773,513,33,3,65.61
4433,TXN-20250228-001773,555,78,3,49.34
4434,TXN-20250228-001773,116,8,2,29.3
4435,TXN-20250502-001774,109,81,3,34.79
4436,TXN-20250502-001774,515,111,4,17.15
4437,TXN-20250914-001775,505,13,1,99.8
4438,TXN-20250914-001775,367,120,2,32.23
4439,TXN-20250914-001775,577,108,1,52.39
4440,TXN-20240929-001776,70,12,1,148.7
4441,TXN-20240308-001777,155,43,4,149.23
4442,TXN-20240308-001777,360,97,2,89.2
4443,TXN-20240308-001777,574,49,2,25.36
4444,TXN-20241110-001778,426,,4,
4445,TXN-20241110-001778,90,99,3,175.59
4446,TXN-20250512-001779,246,113,3,108.31
4447,TXN-20250512-001779,469,110,1,69.6
4448,TXN-20250512-001779,416,57,2,80.06
4449,TXN-20250625-001780,29,119,3,120.88
4450,TXN-20250625-001780,121,,2,35.95
4451,TXN-20250625-001780,411,94,4,130.36
4452,TXN-20251219-001781,311,120,3,37.76
4453,TXN-20250829-001782,267,4,1,80.37
4454,TXN-20250830-001783,209,82,4,96.03
4455,TXN-20250830-001783,151,24,4,74.59
4456,TXN-20250830-001783,487,89,3,67.03
4457,TXN-20240708-001784,163,109,4,57.59
4458,TXN-20240226-001785,530,99,2,8.13
4459,TXN-20240226-001785,344,62,3,86.99
4460,TXN-20240226-001785,495,22,1,162.68
4461,TXN-20240226-001785,19,3,4,14.36
4462,TXN-20241109-001786,423,8,4,38.12
4463,TXN-20241109-001786,382,35,4,93.42
4464,TXN-20241109-001786,135,76,3,135.9
4465,TXN-20240411-001787,379,57,1,71.93
4466,TXN-20240411-001787,425,43,3,68.64
4467,TXN-20240411-001787,254,66,2,6.96
4468,TXN-20241009-001788,201,90,4,43.94
4469,TXN-20241009-001788,332,4,1,49.56
4470,TXN-20241009-001788,437,17,1,67.04
4471,TXN-20241009-001788,142,120,2,50.7
4472,TXN-20250902-001789,385,104,2,41.3
4473,TXN-20250902-001789,285,95,1,41.35
4474,TXN-20240213-001790,399,78,3,86.28
4475,TXN-20240213-001790,572,47,4,126.36
4476,TXN-20240213-001790,156,103,1,156.57
4477,TXN-20250420-001791,93,86,2,158.86
4478,TXN-20250420-001791,521,,4,96.52
4479,TXN-20250430-001792,579,24,3,157.77
4480,TXN-20250430-001792,54,1,3,89.08
4481,TXN-20250430-001792,520,88,4,15.43
4482,TXN-20241201-001793,289,70,2,79.76
4483,TXN-20241201-001793,224,88,1,75.95
4484,TXN-20251102-001794,235,12,3,100.59
4485,TXN-20251102-001794,296,49,1,37.07
4486,TXN-20251102-001794,425,117,4,76.75
4487,TXN-20241130-001795,45,60,1,111.16
4488,TXN-20241130-001795,562,3,3,58.9
4489,TXN-20240514-001796,35,107,2,117.14
4490,TXN-20240917-001797,457,3,1,16.3
4491,TXN-20240917-001797,54,12,3,114.91
4492,TXN-20250318-001798,22,27,1,58.63
4493,TXN-20250318-001798,329,37,2,64.74
4494,TXN-20250318-001798,112,88,3,132.52
4495,TXN-20250318-001798,394,105,3,61.69
4496,TXN-20250726-001799,172,28,2,104.47
4497,TXN-20250531-001800,326,64,3,47.32
4498,TXN-20250531-001800,352,98,4,86.7
4499,TXN-20250515-001801,355,84,4,111.39
4500,TXN-20250515-001801,297,19,3,131.32
4501,TXN-20250515-001801,150,110,1,8.58
4502,TXN-20240214-001802,183,36,2,120.27
4503,TXN-20240214-001802,445,6,1,83.53
4504,TXN-20240214-001802,333,93,1,118.54
4505,TXN-20240214-001802,8,75,2,16.94
4506,TXN-20250926-001803,525,83,4,19.16
4507,TXN-20250926-001803,509,36,4,56.7
4508,TXN-20250926-001803,458,95,1,87.41
4509,TXN-20250926-001803,339,83,4,4.41
4510,TXN-20250523-001804,419,101,1,39.34
4511,TXN-20250523-001804,346,42,4,
4512,TXN-20250717-001805,63,104,3,7.2
4513,TXN-20250717-001805,221,105,2,10.43
4514,TXN-20250717-001805,416,38,2,79.22
4515,TXN-20250107-001806,480,,1,33.75
4516,TXN-20250506-001807,431,49,4,137.38
4517,TXN-20250506-001807,301,1,1,117.48
4518,TXN-20250506-001807,68,14,1,135.92
4519,TXN-20241017-001808,119,52,3,146.72
4520,TXN-20241017-001808,37,31,2,136.58
4521,TXN-20240319-001809,351,,4,44.89
4522,TXN-20251025-001810,288,31,2,21.95
4523,TXN-20251025-001810,503,21,3,32.14
4524,TXN-20251025-001810,412,74,3,84.89
4525,TXN-20250119-001811,239,5,3,165.86
4526,TXN-20250119-001811,66,48,3,79.32
4527,TXN-20250119-001811,276,40,1,130.64
4528,TXN-20251223-001812,27,91,3,38.57
4529,TXN-20251223-001812,414,30,4,3.76
4530,TXN-20251223-001812,524,106,2,38.88
4531,TXN-20250220-001813,254,98,1,6.88
4532,TXN-20250220-001813,152,94,2,26.47
4533,TXN-20250220-001813,75,10,1,57.02
4534,TXN-20250220-001813,377,49,3,38.44
4535,TXN-20250510-001814,68,8,1,130.92
4536,TXN-20250510-001814,595,90,2,111.29
4537,TXN-20250510-001814,244,70,4,31.89
4538,TXN-20250510-001814,508,105,1,23.04
4539,TXN-20240405-001815,583,61,4,124.7
4540,TXN-20240405-001815,440,32,2,55.45
4541,TXN-20240405-001815,103,80,2,121.34
4542,TXN-20250405-001816,477,45,4,10.5
4543,TXN-20250405-001816,260,47,2,108.83
4544,TXN-20240130-001817,66,11,1,83.44
4545,TXN-20241205-001818,142,8,4,54.95
4546,TXN-20240706-001819,582,58,2,40.66
4547,TXN-20240706-001819,76,,2,116.43
4548,TXN-20251117-001820,531,100,4,139.89
4549,TXN-20251117-001820,499,76,2,57.34
4550,TXN-20240428-001821,128,2,4,128.02
4551,TXN-20240428-001821,276,106,1,139.5
4552,TXN-20240428-001821,29,64,2,
4553,TXN-20240528-001822,89,108,3,62.08
4554,TXN-20240528-001822,478,,3,79.61
4555,TXN-20240528-001822,64,82,1,137.4
4556,TXN-20240528-001822,256,80,1,161.8
4557,TXN-20250303-001823,191,16,2,51.34
4558,TXN-20250303-001823,305,76,3,142.14
4559,TXN-20250303-001823,368,23,1,31.87
4560,TXN-20251031-001824,599,110,3,14.44
4561,TXN-20251031-001824,193,20,2,50.42
4562,TXN-20251031-001824,485,94,4,6.5
4563,TXN-20251031-001824,185,92,2,19.49
4564,TXN-20250715-001825,353,111,1,93.75
4565,TXN-20250715-001825,294,,4,48.67
4566,TXN-20250106-001826,513,70,3,86.88
4567,TXN-20250106-001826,101,29,1,96.97
4568,TXN-20240915-001827,592,119,3,38.86
4569,TXN-20240915-001827,569,72,3,143.43
